"GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"RP11-579O24.3"	6.1507	1.316	5.9092	4.9823	3.0569	5.4489	1.6541	2.4501	2.9458	2.3176	2.1405	5.6316	1.9947	5.8941	5.1842	5.4304	4.6249	5.8602	2.9244	5.6197	3.9533	2.6951	2.6761	2.0199	1.1811	5.3572	6.5283	5.0853	5.7086	6.5163
"RP11-585P4.5"	6.5972	7.2838	5.5998	5.7416	6.3795	3.2028	7.1308	6.8998	3.4324	6.7598	8.1098	7.2406	7.0114	7.0744	7.3945	7.8645	7.6265	7.8197	6.7984	8.4395	7.8339	6.7289	7.7302	7.419	7.9905	7.593	3.8945	7.072	7.7999	8.0616
"RP11-586K2.1"	6.4802	1.856	5.1211	2.9629	6.3033	3.8471	2.2209	3.6546	1.8693	1.1999	0.7785	3.0821	2.9675	4.3314	3.0855	4.4467	4.639	6.2233	1.9129	2.8012	6.3495	4.3349	1.4333	2.6326	5.0559	3.0158	3.858	3.6289	3.1938	5.3869
"RP11-587D21.4"	4.6771	6.1314	5.4397	5.3361	3.8557	5.0545	7.1325	5.9436	4.6496	4.0225	4.7406	6.5256	3.8662	5.7228	4.8537	3.8458	4.1746	7.6557	5.5557	7.3658	3.2948	1.9651	6.1397	3.1514	5.5031	3.9334	4.6807	5.5597	5.1837	6.3963
"RP11-589P10.5"	10.3392	10.1613	9.4556	9.8218	10.0857	9.7964	8.5982	10.0079	8.5307	9.4328	10.0059	10.4102	10.4215	9.7938	10.1664	9.8566	10.1384	9.6451	10.3093	10.5564	10.2441	10.3257	9.6992	10.2857	10.2383	9.6241	9.526	10.1929	11.1694	9.588
"RP11-59H7.3"	4.4626	4.6225	0.8801	2.894	1.7078	3.1691	3.5929	3.7225	4.0188	2.9202	4.3832	3.0424	4.3999	2.4742	1.259	0.6965	5.1811	3.4484	3.6716	5.7361	1.5395	2.5597	0.6261	2.5329	2.6508	1.7404	4.6549	3.0294	2.8772	4.1543
"RP11-5C23.1"	8.7425	8.6771	7.7473	8.2542	7.4897	8.397	7.9855	8.9206	9.103	8.9459	9.0691	8.6669	8.9763	8.5402	8.8982	8.7479	9.0515	8.8531	8.8509	8.6478	9.3897	8.9383	9.1161	8.9875	8.1394	9.1687	9.109	8.5912	8.7952	8.457
"RP11-5C23.2"	8.3861	7.7024	4.723	5.0702	6.9916	7.5348	7.7408	7.0462	7.4728	6.2673	8.2302	7.1755	7.92	6.7986	7.7768	8.3367	7.9582	8.2101	7.1955	8.0733	8.3456	7.9138	7.8739	8.2024	8.1427	8.2826	8.3543	8.4247	7.1916	6.36
"RP11-5N11.2"	7.6294	7.7435	6.3198	7.2922	5.0124	7.5723	7.43	7.0056	5.2625	4.9003	5.891	7.5254	7.6024	7.3603	7.3277	6.037	6.2126	7.181	7.8172	4.9326	5.9527	4.7982	7.1684	5.194	7.4164	7.0838	9.064	6.5348	7.8185	7.6488
"RP11-60A24.3"	5.6166	4.6171	6.7967	5.7831	5.5581	4.5547	5.5048	5.5787	4.4575	6.2997	5.7071	5.7227	5.1527	4.3568	5.2128	5.7707	4.1844	5.469	6.064	5.744	7.9602	4.6974	4.0492	6.8237	4.9063	5.0598	4.7468	7.844	6.2493	5.9376
"RP11-619L12.4"	6.8096	3.9588	5.8467	6.6391	6.7866	7.4718	4.1064	7.3893	3.0594	7.3561	6.2649	4.3414	6.4877	5.2005	6.8473	6.1463	4.5258	7.0246	3.7041	7.0029	4.703	6.5182	4.0593	3.7727	5.8174	7.4465	7.067	7.5411	3.4254	5.0397
"RP11-619L19.1"	6.8982	7.7273	4.393	7.6209	5.8564	6.857	7.6602	3.9723	6.8361	5.8282	6.8752	7.6017	6.9656	6.7976	4.0295	6.1235	6.3935	6.8921	7.2015	3.9162	7.016	6.7907	6.0802	5.7935	7.0432	6.3869	5.9777	7.3735	7.5644	7.5462
"RP11-61L19.2"	6.476	4.5032	6.7838	6.9184	4.9156	4.3581	8.0728	7.5359	2.2622	5.0264	6.8722	5.5554	4.0854	6.549	4.9097	6.0192	6.5905	5.6244	4.6512	5.6821	6.2739	4.0496	6.592	7.1538	6.2736	6.3382	6.4693	6.755	5.6909	7.4733
"RP11-629E24.2"	9.1352	6.3173	7.8412	7.6684	7.292	8.2603	8.669	7.6309	7.4387	8.1597	8.0949	7.4545	7.2976	8.0775	7.4096	7.5515	7.789	8.396	8.0685	8.3816	6.1568	7.6786	7.8734	7.774	7.7803	5.1284	8.4013	8.8454	7.9181	8.6342
"RP11-629O1.2"	5.2241	4.7498	7.144	5.7066	7.496	6.4217	6.0725	4.2345	3.4749	3.5151	7.1004	6.0585	6.9476	5.5809	7.7749	5.9385	3.3988	6.6299	6.3454	6.4818	6.1946	6.9814	6.3814	5.0099	6.8279	3.0751	5.9993	3.8714	4.9728	5.1536
"RP11-631N16.2"	7.3327	6.5643	4.8841	7.2666	6.7984	7.0145	4.1366	6.9325	7.2785	7.1521	7.3439	7.4704	5.5538	7.2699	7.2768	7.116	7.2285	7.6827	5.7448	7.5283	8.1132	6.7612	7.0854	7.6656	7.3093	7.5174	7.175	8.2597	5.321	7.4483
"RP11-634B7.4"	4.5459	6.6596	4.2287	5.6291	5.7242	5.51	6.7402	5.2815	2.2165	5.6446	4.4323	6.7821	5.4635	5.226	3.9896	4.4319	5.7007	5.3995	3.9366	4.4328	6.5582	6.04	3.9299	4.7651	4.129	5.5317	5.7374	6.1181	7.7132	7.0811
"RP11-635N19.1"	3.9921	6.5567	6.4573	7.0877	5.5737	4.1349	6.6964	6.3892	2.4026	4.2359	4.7283	4.4256	7.0066	6.0792	4.8354	7.0748	4.6678	7.0492	6.0678	4.7581	7.2508	4.0714	4.622	6.7203	6.9824	5.624	7.8039	6.917	3.8255	3.2385
"RP11-63A1.2"	5.4093	6.2956	3.8302	2.741	5.0295	4.2988	5.2253	4.7321	6.4331	2.8378	3.6978	6.4081	6.3911	2.701	3.5747	6.623	4.0854	3.3718	4.3332	4.2067	4.6815	2.4627	6.7351	6.7598	4.0051	2.2385	3.7973	4.8319	4.3138	2.8539
"RP11-63A11.1"	6.4842	6.8163	5.3838	6.3022	4.3849	5.6181	5.2027	5.7707	5.8557	2.8011	6.5201	6.7068	6.1212	5.7472	6.0929	6.7725	5.2099	6.528	6.4261	6.5494	6.8151	6.5552	6.5559	4.5156	6.4498	6.6749	7.207	5.8949	6.7184	6.1758
"RP11-63D14.1"	8.4576	7.7582	8.1272	7.7822	6.1864	7.8907	7.7032	7.1861	5.9764	6.1486	6.4666	5.1306	6.3493	6.7831	5.8715	7.246	5.9712	6.8967	6.5363	6.7908	6.3523	6.187	5.8722	6.7719	6.6124	4.4161	6.3079	7.0887	7.0748	7.8835
"RP11-642D21.1"	6.6673	6.792	5.5797	6.4777	5.9269	4.9011	7.5246	6.7796	5.6772	6.3196	4.9457	3.4029	5.4615	5.4598	3.3106	4.137	5.4767	6.011	7.2908	7.5045	6.4477	4.8503	2.8616	6.2757	5.2423	4.9413	6.9302	5.8097	6.4388	6.1232
"RP11-644F5.11"	5.44	5.9734	7.3685	7.8602	7.2917	7.9781	7.7401	7.6664	6.0919	6.3488	7.0377	6.52	5.0034	4.1495	7.3149	6.372	3.2728	4.9808	6.3389	6.4117	5.6962	4.2501	5.0799	6.5155	7.4785	6.152	7.6629	5.0533	6.8074	8.0821
"RP11-646E18.4"	7.2626	6.15	6.4767	6.6333	6.0634	5.9713	6.593	5.9038	5.4978	7.0316	6.5769	6.53	5.7955	5.7952	7.0923	6.3293	6.3638	6.3295	5.8687	3.6968	4.6845	3.6764	6.5285	3.721	6.3925	6.4633	8.0417	7.1499	6.101	7.911
"RP11-646J21.6"	8.1092	7.6412	7.6646	8.0584	6.2276	8.051	7.9151	8.4574	6.8327	7.0188	6.9737	7.7741	6.5004	6.9002	7.6292	5.5496	6.9122	7.7361	8.0986	7.4568	8.5622	6.5311	7.3497	7.402	7.2604	8.0317	8.3466	8.0677	7.803	8.1101
"RP11-650K20.3"	8.0835	8.0196	7.5618	7.5636	7.2875	7.5238	7.0204	6.1249	6.8786	6.6225	7.3636	7.5155	7.0262	6.7271	6.1314	6.8603	2.3206	7.3106	7.1089	7.2152	6.9785	5.7811	5.9715	6.6963	6.3827	7.6247	6.089	6.836	6.3436	7.9502
"RP11-654A16.3"	3.6052	3.7554	2.8147	3.6747	1.7515	2.7504	4.8032	6.2607	1.6446	2.2178	2.6639	2.413	2.8073	1.7368	3.1512	2.8893	3.213	3.6146	3.7251	4.0334	2.8503	1.6505	3.1387	1.8311	2.6294	2.9767	4.3468	3.0548	4.4917	4.2893
"RP11-65D24.2"	4.9238	7.5531	7.0717	5.7571	6.5535	6.1803	6.8789	5.4316	2.6456	6.7725	3.8314	6.0185	5.525	4.6674	6.7912	7.3834	5.662	6.0032	6.9951	4.6381	7.704	3.2944	4.8927	4.1633	7.3463	6.8086	6.1513	6.2483	5.0908	6.0284
"RP11-65J3.14"	4.0422	4.6367	6.8015	3.6671	6.6602	7.2922	5.8818	7.1527	4.0651	6.2414	5.7821	7.4885	3.1071	3.6634	3.269	4.1697	5.9923	5.7626	5.3654	6.9661	4.8521	6.0926	5.397	6.9277	4.0985	4.7891	6.4243	6.5231	6.4617	5.0481
"RP11-65L19.4"	9.4073	7.9061	7.5659	8.0742	7.9282	7.2421	9.149	8.511	6.915	7.3998	8.2474	8.4968	8.1431	8.4182	8.8349	8.0555	7.3993	9.2186	7.5361	8.7878	8.7358	7.4505	8.1262	8.5428	8.7909	9.0823	8.7137	8.3995	9.0346	9.0243
"RP11-661A12.9"	3.4254	3.8478	2.3358	2.6487	3.4451	2.2591	4.6219	3.0117	2.2259	3.3053	2.8903	4.5159	3.8248	2.6381	3.9243	2.8025	4.1195	2.979	3.9895	3.0065	4.3183	2.4726	2.1334	3.4589	3.0256	3.7046	3.3643	3.5621	4.0911	4.3428
"RP11-663N22.1"	10.3134	9.6747	9.7819	9.2386	9.3785	8.229	8.6953	9.8884	8.5356	10.2678	9.8127	9.8021	9.6699	9.8393	10.006	9.2036	9.739	9.9749	9.9528	10.4748	10.3486	10.0286	9.3146	10.056	9.9432	9.0536	9.7036	10.851	10.5834	10.4824
"RP11-664D1.1"	8.0341	8.6539	7.3768	6.3787	7.6766	6.4698	7.01	7.8356	6.7104	8.0248	9.288	8.8054	9.5554	9.3417	8.9774	9.9202	9.2557	8.7544	8.8007	9.7245	9.5491	10.2477	9.1249	7.7686	9.0469	9.2197	8.131	9.2416	9.5243	9.2578
"RP11-669C19.1"	4.7336	7.173	3.3169	4.3045	3.3995	3.1272	6.8924	5.0724	3.0833	3.3805	4.3166	6.0012	6.7083	6.1918	3.6247	4.717	3.8983	6.8663	6.4645	5.9886	4.5274	3.4812	3.7332	2.3878	5.3957	3.0549	5.0305	3.9799	3.8135	5.3728
"RP11-669I1.1"	5.7219	7.79	5.6201	6.978	5.8662	5.2761	7.7352	6.7957	5.197	6.6218	5.1774	7.2426	7.0353	7.8961	7.6043	6.6827	6.8482	7.446	7.3326	8.1531	7.9712	4.6525	6.5449	6.2683	6.9217	6.8426	6.7303	6.0008	7.1686	7.7041
"RP11-669M16.1"	7.3546	5.2822	6.0419	7.695	4.023	6.4801	6.6957	5.949	2.1784	5.2978	3.0396	2.6249	6.7806	4.7013	5.7484	5.911	4.1463	2.3739	6.7119	6.6769	7.7238	2.4285	3.0419	6.4454	4.7235	4.6232	6.8534	6.2481	7.2483	8.1783
"RP11-672L10.6"	6.8809	6.9569	7.1082	8.3271	5.8235	7.8706	7.5777	7.3837	7.4761	7.4655	6.9696	8.1783	7.2392	7.6569	6.8567	7.2829	7.3006	7.085	7.645	8.1541	7.8084	7.1224	7.2576	7.9105	7.1663	7.7105	7.3979	7.6212	7.3893	8.9455
"RP11-673E11.2"	5.7483	6.866	6.1369	4.9135	6.8327	3.6789	6.2435	7.3384	4.4968	5.0393	3.5254	7.2141	7.1872	5.6102	5.3227	5.0797	6.1614	4.2501	4.5719	5.8159	6.2712	3.7067	5.8842	4.8719	7.4729	5.0109	5.3538	4.6741	8.6965	7.2909
"RP11-674P19.2"	6.8978	5.6309	1.9931	3.0205	2.5254	2.2516	6.8037	2.1825	4.7071	3.772	2.9221	2.5578	2.8681	3.5969	3.0622	0.8555	1.0843	4.9178	4.9803	6.4301	3.5258	1.9334	2.0245	1.9059	2.9948	4.6457	3.4497	4.8521	7.3809	2.559
"RP11-676J12.6"	4.0446	2.2986	5.6856	3.0597	1.6551	2.1931	4.0306	5.3737	3.099	1.3271	2.8488	4.7556	1.5117	1.6022	2.9198	3.7556	4.92	6.0214	3.2445	2.1626	6.5359	6.0684	4.3486	1.7381	1.8116	3.4802	2.5463	2.4199	6.2075	2.4851
"RP11-677O4.2"	6.255	5.5698	6.5806	3.7612	5.8927	6.2511	3.2687	4.7168	3.1597	6.3057	6.0655	7.2256	6.2474	5.9468	7.1965	6.7739	2.405	6.78	5.3359	3.9068	6.3473	5.5214	6.6193	6.3434	6.3108	6.7585	6.9605	7.6535	3.5819	7.2975
"RP11-678G15.1"	7.9107	7.7061	7.7192	7.6747	6.5453	7.3827	5.969	7.4288	6.882	7.275	7.1596	7.1441	6.0749	6.669	7.3266	7.0915	5.9532	7.7821	6.341	7.409	7.2132	7.0109	7.2235	6.6704	7.4329	6.5312	4.0365	8.268	7.2441	5.5635
"RP11-67L3.4"	5.4911	6.3683	3.4008	6.438	3.6135	5.7721	4.2595	7.38	6.5437	6.2662	5.6106	6.9879	5.1194	5.9918	4.3548	4.3481	4.213	6.1996	6.0326	4.4194	7.5905	3.7209	5.6317	6.1247	4.0153	4.542	5.8423	7.751	6.1458	7.838
"RP11-680C21.1"	8.4251	7.3877	6.5725	6.391	5.5967	6.2492	7.3207	7.374	7.0542	6.4186	5.2504	7.2142	6.367	7.0957	6.865	6.8488	6.5698	6.5772	7.3248	6.8838	7.5905	6.2902	7.0795	6.9913	5.4816	6.4993	8.3522	7.9187	7.6238	7.362
"RP11-680F20.10"	7.3979	5.3943	6.8164	6.6007	5.3612	5.7353	5.0126	6.5739	6.2874	7.1867	6.3155	6.382	6.0301	5.7757	6.9462	5.8272	6.2717	6.841	6.0063	7.2676	6.7807	6.0434	6.0926	7.1831	5.6819	5.907	7.6239	7.21	6.9456	6.9302
"RP11-680F8.4"	6.9407	6.4648	4.3054	5.3136	6.5599	5.2798	7.7029	7.5525	3.4301	4.1639	6.1752	5.7597	3.4236	5.3627	4.4788	4.9488	4.8173	7.1651	7.2386	4.8003	6.2426	3.4892	3.6292	7.3314	6.6154	4.3675	5.8138	5.6389	5.1442	7.4516
"RP11-686D22.8"	9.5386	9.4421	9.4756	9.7808	9.1363	9.6415	8.8624	9.8192	10.7809	9.6625	8.6772	9.0364	8.8957	8.7303	8.918	8.6456	8.8561	8.686	9.0365	9.3877	9.1549	9.1216	9.1765	9.0967	9.08	8.6617	8.9029	9.7455	9.0602	9.0533
"RP11-68I3.11"	9.6072	8.7075	8.9626	9.1062	10.1587	9.7948	8.1401	9.017	7.2419	8.4356	7.8306	8.3226	9.5688	9.1002	9.5462	9.1887	9.2394	9.9768	9.4092	9.3979	7.0784	9.2776	9.2029	8.7335	9.3914	9.3414	8.4216	8.588	9.4623	9.1485
"RP11-690I21.2"	8.989	9.3423	5.2095	5.6318	7.906	4.1591	7.8232	9.0053	7.153	8.4899	9.0705	8.8891	8.7443	9.3209	9.4289	8.646	8.4663	8.766	8.779	8.4937	8.6465	9.0293	8.5513	9.087	8.8333	6.8894	8.8188	9.7096	9.309	9.0776
"RP11-69I8.2"	7.7854	4.0352	3.3758	6.0407	6.6293	7.0829	6.5784	6.7738	6.4396	6.1968	7.0863	6.7733	4.18	6.7451	7.0576	6.5934	4.9676	7.455	4.8707	7.0326	7.2784	5.793	6.3505	5.9469	6.3982	7.2497	8.2056	6.957	7.8677	8.4536
"RP11-6F2.5"	7.6521	6.743	7.3193	7.5627	6.4219	6.98	7.6726	7.5303	6.1997	7.5197	7.256	7.0829	6.3623	6.0816	6.9732	6.2765	6.534	7.6566	3.6378	7.9048	8.3486	7.1493	6.5183	7.0314	7.5512	7.498	7.6127	7.119	7.6471	7.6749
"RP11-6I2.3"	8.5881	8.5112	9.6051	7.6171	11.1108	10.3644	8.4979	10.1065	10.5533	9.5414	7.5809	7.3177	6.4245	7.3091	6.8009	7.6937	6.507	8.2225	7.4169	8.2544	7.5458	7.4037	6.7863	7.2399	7.5127	7.6856	6.0756	8.4184	8.2766	7.4836
"RP11-700H6.1"	5.3752	5.5926	5.5793	5.3711	6.5512	5.9305	6.9173	5.0432	3.825	5.627	4.5356	5.5279	4.5752	4.6677	6.2226	5.613	5.2134	5.7774	5.7816	4.7232	5.8897	4.9559	5.2125	5.6044	5.1328	4.4828	5.9372	7.375	6.4414	5.7634
"RP11-700J17.2"	6.5859	6.9841	5.3764	6.5909	6.8536	2.9184	7.4135	6.517	6.3204	6.7351	6.3092	6.9622	7.6105	8.137	7.1868	7.8709	6.9343	6.2122	5.7772	6.5436	8.0656	6.7182	6.1493	5.092	5.3231	6.766	7.3751	7.2469	7.0247	6.1391
"RP11-701I24.3"	4.5707	4.0097	3.0228	5.7508	2.7565	3.982	5.0016	2.9455	4.7419	3.6471	2.7492	4.3428	3.9133	2.6622	4.8074	2.9829	2.5531	5.0427	3.7225	2.9103	4.9613	2.0305	3.4911	2.8793	4.4773	3.4165	3.8364	4.4513	3.4931	4.6596
"RP11-708J19.1"	6.8778	7.0762	6.6992	7.4796	6.424	5.1507	7.5347	7.5923	5.9375	6.5454	6.9069	6.5046	7.1876	6.7902	6.7757	4.8848	7.1198	6.3117	6.8082	7.1599	6.5175	6.6345	6.9447	7.185	6.5707	7.4414	4.6553	4.3139	7.6091	5.3486
"RP11-710C12.1"	6.7978	4.9831	4.5965	6.2547	1.2018	3.994	6.0086	6.9586	5.6267	4.9037	4.3581	2.0606	6.1145	5.2828	4.8438	4.8796	1.7126	3.4758	6.3119	4.3539	5.9636	5.2367	5.3137	5.9579	5.5217	5.6645	7.9026	6.8503	6.3375	3.3804
"RP11-714L20.1"	7.6976	4.8286	6.2923	8.193	6.3812	7.0133	8.0582	7.369	6.7436	6.7453	6.8072	6.0257	7.0212	7.3628	6.9133	6.9059	6.4671	7.2407	6.6437	7.1445	7.5986	6.2983	6.18	5.9638	6.6434	6.8059	6.5048	6.6681	7.5038	7.9192
"RP11-715J22.6"	6.4933	5.279	5.832	4.4931	5.452	4.7369	5.7207	4.8173	5.7294	5.0052	6.2577	6.4308	5.448	4.9654	6.2639	5.729	6.4021	5.7049	6.491	6.3321	6.6919	4.8337	4.0488	5.114	4.7251	4.9477	6.5604	6.3741	6.1471	4.9654
"RP11-722E23.2"	7.6693	7.0973	6.2442	6.2838	6.887	5.8543	5.1113	5.0166	6.7723	7.186	6.2697	7.745	7.2387	7.6515	7.1194	7.2153	6.9965	6.7161	7.0302	8.0844	8.4821	7.4856	6.083	8.1133	7.9876	7.6646	6.7526	6.9236	8.5003	6.745
"RP11-727A23.11"	9.3455	8.9327	7.6788	8.6883	8.1076	7.5997	8.4299	8.9904	7.9362	8.4399	9.4437	8.6651	9.3731	8.4899	9.5022	8.7365	8.8229	8.5979	9.4305	10.2557	8.8879	9.2136	9.1989	9.1915	8.5093	8.1049	9.4233	9.9181	9.8103	9.444
"RP11-727F15.11"	5.8398	5.8206	6.4756	4.8523	5.5159	5.7501	4.3538	6.6229	6.948	6.9952	6.5872	7.1481	3.2184	6.8368	6.8608	6.9292	4.9933	4.2422	4.527	5.677	6.886	4.0102	6.51	7.038	5.1505	6.8344	6.0772	6.9219	3.9867	5.0249
"RP11-728F11.4"	6.0546	5.0487	4.018	5.3565	5.3253	6.9033	5.299	3.8014	5.813	5.5727	4.5504	5.09	7.6475	4.9034	4.8931	4.5007	4.2989	7.2995	6.8841	6.132	6.5846	5.4773	6.0505	6.3083	6.1038	7.5605	6.7343	5.4967	5.6881	6.2766
"RP11-731J8.2"	4.9312	4.6075	5.198	6.2072	4.583	4.7166	5.2518	4.3557	3.4861	5.2958	4.8462	5.0053	5.0308	5.0354	5.0909	4.4755	4.8306	4.4092	4.098	5.2023	6.0085	4.2062	5.8606	4.2562	4.7346	5.7241	4.4816	4.2271	6.5692	4.6972
"RP11-736K20.5"	5.0151	4.1245	4.3955	4.4232	3.8703	4.9103	4.5595	4.0156	2.4779	4.2167	3.782	3.7965	4.028	3.9777	5.2265	3.9233	2.717	4.1119	4.4778	4.9254	4.4075	3.4782	3.3997	3.8075	3.3164	4.1834	4.131	5.3244	5.2832	5.2005
"RP11-73K9.2"	6.404	6.3917	4.0595	5.4968	2.6962	1.3752	6.3274	7.1719	3.9031	6.553	6.0706	5.0473	6.2072	4.9926	2.4642	6.4079	5.3405	5.7484	5.4713	5.2082	5.9926	4.0769	4.7862	4.0431	5.4879	6.3596	3.1298	5.4003	3.9742	2.6408
"RP11-73M18.7"	8.2296	4.3243	4.8788	6.922	3.0163	4.553	6.5026	7.2492	5.6887	5.3681	6.7946	4.1989	6.4291	4.2314	6.4005	6.3968	3.9648	4.9745	3.3525	5.8835	5.9687	6.2882	6.6712	7.2051	7.7121	4.8514	5.2582	3.9263	7.1115	6.6183
"RP11-73M18.8"	10.4196	10.2475	10.2418	10.7539	10.1241	10.2511	10.5726	10.3733	10.0135	10.3837	10.3709	10.5002	10.1903	10.1918	10.1218	9.912	10.6522	10.1732	10.3203	10.0727	10.3699	10.3722	9.971	10.4708	10.498	9.9344	9.9967	10.2232	10.0922	10.2734
"RP11-742B18.1"	3.3359	2.9788	1.6461	3.5008	3.9595	2.2784	2.7805	2.4922	2.1667	3.6342	2.5632	2.7389	5.6078	4.4553	3.1525	2.1997	2.5909	4.5034	5.4275	3.7532	2.9038	5.1807	2.3226	2.7708	2.4155	2.2502	3.3	5.0271	5.7534	2.381
"RP11-744D14.2"	4.1652	6.3687	6.0514	4.6135	5.4923	4.2682	6.0293	4.7996	4.1611	3.0061	5.1733	6.1846	4.7923	4.6486	4.5091	3.0788	4.8437	5.8245	2.7531	7.3395	5.0714	3.851	4.6861	2.747	4.2667	3.3373	5.9347	6.6648	1.8873	5.4735
"RP11-747H7.3"	7.1484	7.4403	5.3462	7.1073	6.2251	6.3357	7.8705	6.58	6.5557	6.9224	5.8675	6.4215	6.0046	6.2988	8.1345	5.8737	6.5807	7.8681	5.6936	7.9701	6.1192	4.6429	6.747	6.6545	6.485	6.0284	6.947	6.9948	6.9965	7.1898
"RP11-749H17.2"	2.2987	3.4585	5.278	5.6653	1.4661	4.2927	3.7294	4.1416	1.422	4.2102	2.3442	5.5622	1.3759	0.5245	6.0801	1.5237	1.0849	1.8641	4.7508	2.8583	2.6454	2.3532	3.3258	5.0314	3.5311	3.8715	6.6233	6.2181	5.8247	5.5146
"RP11-753A21.1"	4.6205	6.1908	6.1478	3.4743	2.993	3.976	7.1151	4.7106	4.676	6.1555	3.7993	5.7995	3.4371	2.7391	3.6032	6.4276	3.058	4.0152	3.495	5.429	3.5588	5.9916	3.2712	2.3414	2.9128	4.6663	3.8111	3.5639	3.9892	6.5286
"RP11-753A21.2"	8.0623	8.0258	6.4255	4.7223	5.1763	6.6542	8.2796	4.9419	6.4214	4.0266	7.0646	4.5255	6.6307	6.7277	7.7963	4.1424	6.5741	6.7275	6.6968	7.8405	6.5566	5.7487	7.2815	6.9852	6.8238	7.1001	8.7794	5.9737	7.4337	8.5782
"RP11-753D20.4"	6.3424	5.3019	1.8117	6.0911	5.4482	6.247	5.5283	6.6884	1.3379	6.1351	3.2833	4.9385	2.5616	5.265	5.0798	3.6179	4.2546	5.0894	5.6242	7.2097	7.2505	4.0176	6.0605	5.8004	5.8088	3.4182	6.1238	6.5915	5.4336	6.2137
"RP11-757F18.5"	5.2553	4.755	3.8878	3.8606	4.6229	2.4017	2.6502	3.8248	3.8212	6.0414	3.9326	5.7815	5.8342	4.3179	5.9495	5.7372	4.3698	6.2908	4.6642	6.2951	5.2133	4.6351	4.3711	3.8426	3.3214	5.9429	5.178	4.2899	5.5957	4.8096
"RP11-75C9.1"	5.3502	1.1788	2.9933	6.6384	0.9072	0.4742	2.344	6.7622	0.513	1.3857	5.0178	5.1522	0.5928	4.5032	3.3776	2.6649	2.3007	6.7024	2.9171	5.6657	6.7019	2.6007	5.2919	5.9473	2.2747	5.7979	3.1782	5.9333	4.7609	3.2554
"RP11-764E7.1"	6.0696	6.3061	6.2743	6.8837	6.643	6.954	6.282	2.9415	6.6238	6.5257	5.5004	6.5177	5.2964	6.9001	6.2246	5.1132	4.6764	7.0854	6.5146	7.4196	6.7507	5.0409	5.8397	6.0607	6.85	6.8656	6.5413	6.5252	6.7909	6.835
"RP11-769O8.3"	8.0361	6.9007	7.6158	8.8774	5.9448	6.3514	6.675	7.2008	7.8829	7.0621	7.5313	7.3228	7.9241	7.4125	7.8978	7.9534	7.7591	8.3328	7.6942	8.7835	8.2605	7.6221	8.5756	8.0154	8.1604	8.0654	7.4714	8.6321	8.0393	8.37
"RP11-774O3.3"	8.2441	6.8917	7.4839	6.5329	6.3608	8.1353	7.9062	6.3478	6.5527	8.4039	7.4426	6.2378	7.4523	7.721	7.0026	7.0645	7.2108	7.9314	7.1913	7.1246	7.2467	7.6807	7.901	7.2436	6.2623	7.2613	8.0546	7.9045	7.3361	7.9102
"RP11-77H9.8"	6.8017	8.3462	8.2758	8.0419	6.785	6.4586	7.2575	8.4323	7.7441	6.9972	6.9069	6.8063	7.1157	7.1594	7.7269	7.7978	7.6947	8.0696	7.3195	7.211	7.8512	5.7828	7.4527	7.2987	7.7035	7.6337	9.053	8.9821	8.2189	7.5339
"RP11-783K16.13"	6.1264	5.5466	5.1507	5.8833	3.3443	7.1524	5.3392	5.4063	3.9127	5.8258	5.0606	6.2625	5.366	6.4735	6.9943	5.4247	4.2359	5.405	3.5781	7.6152	5.874	4.9459	3.5924	4.5282	7.2227	6.8853	6.6666	7.8004	3.8311	8.4176
"RP11-787B4.2"	6.8676	6.9839	5.2969	4.4449	6.1169	6.3008	5.8845	4.1562	5.466	3.2498	4.9742	6.5872	6.6388	6.9675	4.9165	6.7901	6.5278	7.6548	5.5487	8.0193	6.4225	5.8649	6.2235	7.5058	5.2645	6.6982	7.8133	7.4218	5.2416	7.0791
"RP11-791M20.1"	5.0698	3.8775	6.314	6.3905	5.918	6.2255	4.2446	7.2186	7.1821	7.0712	5.8071	6.836	5.5081	5.5687	6.447	3.0035	6.0762	4.4115	4.5476	7.6986	6.127	6.5507	6.8419	6.1766	7.0289	3.7117	4.0603	4.7798	6.4827	5.2299
"RP11-792A8.4"	5.931	6.1082	3.338	4.8852	6.8487	5.8608	7.7556	7.7326	4.4091	5.0508	3.2373	3.1898	3.7524	4.9681	6.5343	6.2633	2.8856	4.5586	5.1129	5.6794	4.7643	5.5827	6.5656	4.2637	4.6637	6.0125	8.1369	4.8936	4.3702	4.6571
"RP11-793H13.11"	7.541	7.2032	7.3826	6.6425	7.512	6.9534	7.816	7.5763	6.9163	7.1207	6.3221	7.5129	6.8425	7.2749	8.0625	7.1825	6.6676	7.3759	5.395	8.0572	6.3407	6.2231	7.2814	7.9483	7.3501	7.1064	8.0411	8.1982	6.7031	8.1649
