"ID" "GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"LOC648691"	3.2412	3.0655	3.1119	3.2126	2.994	2.9884	2.9506	2.892	2.886	3.027	3.161	2.9399	2.8636	3.05	3.0195	2.7407	2.9241	2.9346	2.9021	3.1071	3.3215	2.8595	2.8397	2.971	2.8257	2.9225	2.5984	2.9893	3.2887	2.9057
"LOC648987"	6.0881	6.1646	5.9295	6.356	5.9106	6.453	6.1424	6.3413	5.593	6.313	6.1299	6.0061	6.0881	6.0415	6.0881	6.0871	6.062	6.1137	6.3447	6.078	6.1398	6.0372	5.8555	5.9697	5.9557	6.0256	6.4114	6.4756	6.0697	5.708
"LOC652993"	2.7323	2.9055	2.958	2.9507	2.5651	3.0529	2.7091	2.6513	2.7449	2.8923	2.84	2.9247	2.8509	3.0765	2.8109	2.7655	2.8936	2.6649	2.8726	2.7023	2.7866	2.8235	3.0456	2.6992	3.0278	2.8775	2.6954	2.969	3.0787	3.0703
"LOC653160"	5.145	5.4869	5.1218	5.3908	5.0164	5.4909	5.801	5.0385	5.1687	5.3001	5.2629	4.9901	5.5561	5.4537	5.5702	5.5431	4.9511	5.5478	5.39	5.3315	5.603	4.7174	5.2207	5.4529	5.1784	5.7195	5.6787	5.4863	5.3326	5.301
"LOC654841"	3.7466	3.9974	3.7296	3.7027	3.8174	3.9485	3.7274	3.8062	3.406	3.9203	3.8256	3.6434	3.6384	3.5719	3.9492	3.8307	3.392	3.5119	3.6929	3.9383	3.7235	3.6761	3.4649	3.5671	3.6411	3.6943	4.1591	4.1452	3.8188	3.6728
"LOC692247"	5.9854	5.5326	5.1671	5.3496	5.3476	5.3503	5.716	5.6575	5.6868	5.1767	5.7831	5.7403	5.5263	5.3384	5.3385	5.3	5.056	5.7237	5.7631	5.419	5.3915	5.3386	5.2599	5.3893	5.3501	5.5418	5.8206	5.9323	5.7344	5.305
"LOC727916"	2.6861	2.5841	2.4395	2.6878	2.5856	2.6736	3.085	2.4709	2.7536	2.6955	2.7219	2.3981	2.577	2.7279	2.581	2.5876	2.6445	2.3611	2.5373	2.6243	2.3729	2.4274	2.5313	2.6243	2.5186	2.7001	2.9761	2.5044	2.7706	2.9471
"LOC727944"	4.6603	4.6122	4.1567	4.263	4.2538	4.53	4.5336	4.4427	3.868	4.2045	3.8438	4.1248	4.2538	4.2167	4.1094	4.2402	4.0883	4.184	4.1305	4.3182	4.3546	3.747	3.9578	4.1736	4.0478	4.4433	4.4862	4.2447	4.4033	5.153
"LOC728040"	4.4636	4.0659	4.4342	4.3796	4.1593	4.0189	4.3681	3.9362	4.171	4.0218	4.1995	3.8555	4.2662	4.1376	4.05	3.9656	3.7436	4.2098	4.1429	4.2617	4.3355	3.7581	4.0189	4.1356	4.0325	4.3824	4.7346	4.739	3.9885	3.8529
"LOC728084"	4.4311	4.0863	3.9564	3.6694	3.6653	3.6599	3.7785	4.2402	3.3988	3.8488	4.021	3.5602	3.4074	3.7155	3.7458	3.685	3.9307	3.9011	3.8993	3.8748	3.6842	3.4051	3.5361	3.7659	3.8607	3.762	3.8201	3.9517	3.8348	3.6825
"LOC728114"	3.471	3.8003	3.2789	3.6357	3.4219	3.5457	3.424	3.5129	2.9973	3.4442	3.6417	3.6922	3.403	3.3033	3.2469	3.3969	3.3068	3.655	3.4247	3.552	3.7724	3.471	3.4658	3.0178	3.72	3.2562	3.762	4.1371	3.6275	3.5557
"LOC728175"	3.8199	3.4549	3.7807	3.6074	3.9357	3.8091	3.7519	3.54	4.759	3.4629	3.3417	3.172	3.1768	3.355	3.6466	3.3671	3.2285	3.3469	3.3189	3.547	3.3599	3.1454	3.16	3.3651	3.4518	3.361	3.6425	3.3296	3.3852	3.4131
"LOC728353"	4.9168	4.5026	4.5738	4.7017	4.4375	4.545	4.5939	4.491	4.2589	4.4505	4.5547	4.4847	4.6427	4.5413	4.5525	4.4626	4.4517	4.6541	4.7584	4.6327	4.696	4.4705	4.3345	4.3479	4.6228	4.5916	4.7473	4.6777	4.5992	4.2119
"LOC728445"	4.8072	4.8622	4.3294	4.681	4.1768	4.3748	4.8917	4.5913	4.0756	4.6448	4.5642	4.4812	4.268	4.3655	4.4318	4.4272	4.1432	4.6687	4.601	4.2376	4.5231	4.0326	4.1277	4.4558	4.3719	4.5655	4.6752	4.9639	4.5375	4.0914
"LOC728485"	4.7305	4.3296	4.393	4.6041	4.1817	4.4562	4.7289	4.613	4.0205	4.3979	4.5434	4.3187	4.4182	4.3236	4.5281	4.3863	4.3952	4.5833	4.5269	4.8067	4.8045	4.2294	4.3676	4.399	4.399	4.6321	4.8056	4.6537	4.6425	4.4091
"LOC728705///TMEM263"	4.203	4.0509	3.7338	3.9294	3.8381	4.0114	4.3333	4.0488	3.9546	4.1507	4.2052	3.9965	4.0352	4.1391	3.9979	3.9982	4.3539	4.1062	4.0863	4.1341	4.3979	4.2129	4.1007	4.1504	3.9585	4.3937	4.2554	4.2714	3.9587	4.102
"LOC728730"	3.2591	2.9175	3.3796	3.2406	3.0887	2.7869	3.3425	2.99	2.9664	2.9187	2.8552	3.0193	3.187	3.1056	2.8545	2.649	2.7797	3.1342	3.0437	3.45	2.8237	2.8843	2.5535	2.8957	3.1199	2.9187	3.8067	3.1969	3.2066	2.9163
"LOC728805"	4.3648	3.7389	4.3019	4.1637	4.016	4.1152	4.1134	3.8788	3.8282	4.0567	3.9563	4.0023	3.7378	3.8857	4.2113	3.7746	3.8752	4.0666	4.1525	4.1824	4.3698	3.6515	3.8268	3.8811	3.6815	4.1763	3.7892	4.3806	4.1163	4.1807
"LOC729083"	3.4961	3.7145	3.1119	3.1705	3.6769	3.5014	3.7097	3.64	3.0454	3.2959	3.4621	3.9751	3.4324	3.8425	3.8332	3.496	3.8144	3.4546	3.6574	3.4415	4.0561	3.7988	3.8074	3.6774	4.0588	3.7547	3.6253	3.6466	3.5811	3.3102
"LOC729173"	4.2353	4.3169	4.1572	4.1891	4.4208	4.3609	4.6867	3.8519	3.8456	3.8519	4.2688	3.872	4.1067	4.0765	4.3454	3.8713	3.9352	4.3008	4.0316	4.335	4.5534	3.5986	3.9084	4.1346	4.0646	4.3142	4.2261	4.078	4.1431	5.0583
"LOC729224"	4.4312	4.1377	4.1432	3.9123	3.7563	3.8219	4.3024	3.8878	3.9375	3.6727	4.0512	4.1676	3.8943	3.6835	3.6328	3.7932	3.7976	4.2765	3.9313	3.8381	3.8512	3.6326	3.7845	3.7176	4.039	3.9433	4.3248	3.8714	3.8321	4.057
"LOC729296"	3.1001	3.1474	3.3031	3.3746	3.2929	3.0447	3.2474	3.6099	2.9961	3.2845	3.1614	3.0952	3.0122	3.0382	3.3559	3.0957	2.7427	3.3326	3.3706	3.2863	3.8828	3.1305	3.3661	3.2698	3.0492	3.196	3.5423	3.0767	3.0835	3.0212
"LOC729296///MIR646HG"	3.8088	3.6585	4.1173	4.1183	3.998	3.9359	3.9783	4.0235	3.8324	3.9296	4.0307	3.9682	3.823	3.758	4.1679	3.4824	3.6728	3.8278	3.6969	3.8871	3.8123	3.9106	3.8631	3.863	3.9853	3.5699	3.6442	3.7095	3.7312	4.0558
"LOC729307"	2.8053	2.5129	2.6207	2.4555	2.6228	2.6169	2.6285	2.5339	2.6807	2.6074	2.9098	2.5505	2.4002	2.6186	2.6748	2.6014	2.3747	2.5966	2.7792	2.5946	2.4859	2.3822	2.4137	2.7665	2.5992	2.6131	2.6083	2.6387	2.7921	2.5234
"LOC729506"	5.3877	5.1976	5.0035	5.5495	5.1817	5.3874	5.6502	5.0851	5.4849	5.2663	5.0531	5.0996	5.0259	5.0693	5.2671	4.8708	4.7931	5.0326	5.1817	5.0297	5.1927	4.7202	4.6289	4.9421	4.9535	5.1424	5.2137	5.3201	5.093	6.015
"LOC729652"	2.6251	2.4709	2.3972	2.6421	2.3262	2.4206	2.5814	2.6771	2.3767	2.5044	2.331	2.4842	2.6063	2.4696	2.5361	2.6487	2.5657	2.2651	2.7683	2.6336	2.5836	2.5801	2.6086	2.4117	2.4168	2.4704	2.1702	2.744	2.5243	2.4159
"LOC729658"	5.3769	5.2508	5.2526	5.8502	5.1539	5.4591	5.7888	5.6402	5.3151	5.4955	5.295	5.2911	5.3805	5.4153	5.4186	5.2179	5.0885	5.4829	5.0846	5.5582	5.4495	5.0795	4.7711	5.2422	5.0185	5.6206	5.5584	5.4969	5.438	5.2605
"LOC729683"	7.3032	7.0839	6.4399	6.3788	6.5549	6.7571	6.6511	6.9856	6.22	6.8438	7.4092	7.4265	7.2983	7.1546	7.3029	7.5454	7.1252	7.1915	7.1518	7.2996	7.2512	7.2258	7.183	7.2551	7.1699	7.2561	7.2437	7.0841	7.3006	7.3077
"LOC729887"	3.8052	3.7676	3.4864	4.197	3.5362	4.0553	3.9912	3.7315	4.2027	3.5849	3.9361	3.7472	3.808	3.9408	3.8279	3.9719	3.9778	4.3539	3.8852	4.1053	4.0325	3.6227	3.8656	3.9257	3.8263	4.2707	4.3834	3.7768	4.2566	3.4913
"LOC729970"	3.686	3.6106	3.4913	3.7107	3.1575	3.3318	3.5374	3.7863	3.5737	3.4861	3.5802	3.4558	3.4643	3.2617	3.3172	3.2991	3.2719	3.588	3.5728	3.5111	3.3625	3.21	3.2581	3.2416	3.4196	3.4062	3.4796	3.6721	3.335	3.2891
"LOC730101"	4.0005	3.4728	3.8181	3.58	3.6243	3.6546	3.6623	3.7181	3.5132	3.8349	3.7338	3.6564	3.5172	3.5989	3.674	3.4518	3.5412	4.0613	3.618	3.7025	3.6092	3.5162	3.3039	3.6739	3.6542	3.6542	4.1315	3.527	3.6833	3.259
"LOC730202"	3.562	4.0863	3.8931	3.9127	3.7164	3.7816	3.7437	3.7112	3.9236	3.6399	4.1318	3.7816	3.5967	3.8145	3.7625	3.8594	3.6845	3.7816	3.7541	3.7746	3.741	3.7206	3.6915	3.4611	3.8461	3.7485	3.9711	3.905	3.837	3.5114
"LOC730961"	4.5969	4.6503	4.2508	4.5477	4.3333	4.4758	4.5072	4.7965	4.171	4.4711	4.4514	4.2679	4.4758	4.6175	4.4526	4.6175	4.2308	4.5624	4.6368	4.5993	4.5411	4.1908	4.256	4.4186	4.3424	4.5487	4.5563	4.8147	4.8606	4.5112
"LOC731424"	6.2145	6.0412	5.9308	6.9706	6.3477	6.801	5.7484	6.3271	6.6663	6.5053	5.3011	6.4875	5.7258	5.023	6.0186	5.8415	4.9614	6.22	5.7725	5.6991	4.8632	5.9381	5.34	5.732	5.3831	4.9143	5.2202	5.4428	5.929	5.1414
"LOC780529"	4.8814	4.7441	4.1587	4.5727	4.0397	4.445	4.6386	4.9632	3.9858	4.3258	4.3348	4.1582	4.3337	4.4021	4.3798	4.3124	4.1715	4.3793	4.3176	4.2828	4.7601	3.9412	4.0407	4.1885	4.4068	4.4522	5.1773	4.7495	4.6162	4.2846
"LOC90246"	5.0257	4.8173	4.2762	4.6416	4.4711	4.8164	4.9706	5.1971	4.7819	4.8332	4.5456	4.7371	4.6276	4.5903	4.8444	4.8883	4.6899	4.9731	4.7549	4.9018	5.0802	4.507	4.6982	4.8896	4.729	4.7972	5.2209	4.9381	4.9021	5.4935
"LOC90784///POLR1A"	5.2135	5.0882	4.8798	5.1958	5.1907	5.1004	5.2833	4.9014	4.9267	5.0119	5.0882	5.1601	5.1993	5.0882	5.2179	5.0451	5.0783	5.3958	5.2283	5.038	5.3996	4.9683	5.1827	5.0297	5.4676	5.3621	5.2071	5.5348	5.111	5.315
"LOC91450"	5.9378	5.7795	5.4597	5.8464	5.509	5.7797	6.0528	5.7355	5.5693	5.7448	5.3958	5.3187	5.6006	5.5941	5.4823	5.3326	5.3314	5.3873	5.6553	5.5783	5.5941	5.2618	5.1404	5.261	5.2567	5.7128	5.8461	5.4936	5.5342	5.6044
"LOC93463"	2.6336	2.5161	2.6832	2.7018	2.5433	2.5152	2.6616	2.6878	2.342	2.4934	2.515	2.4063	2.5086	2.4227	2.4597	2.5856	2.3748	2.6021	2.5355	2.4343	2.7088	2.382	2.4677	2.603	2.3867	2.4405	2.5818	2.8664	2.5461	2.588
"LOH12CR2"	3.1172	3.352	3.4998	3.761	3.6592	3.6588	4.014	3.9565	4.489	3.2494	3.4631	3.3802	3.0832	3.1899	3.3807	3.3654	3.0613	3.8931	3.3504	3.1034	3.5802	3.2099	3.3402	3.4132	3.418	3.7592	3.2882	3.398	3.6909	3.3132
"LOXL1-AS1"	3.0202	2.8308	3.6861	3.7612	3.6262	2.846	2.6921	2.9279	3.2168	3.6395	3.9068	3.9178	3.6228	3.0955	3.2978	3.6134	2.8872	3.2526	2.7565	3.2383	3.1575	3.8987	3.9364	3.819	3.3227	3.4018	3.0363	3.2887	3.2311	3.1163
"LOXL4"	5.0794	4.5247	4.4327	4.6652	4.7271	4.7107	4.7855	4.3513	4.2435	4.1542	4.3761	4.3684	4.5914	4.5223	4.5222	4.2886	3.8838	4.477	4.225	4.7016	4.658	4.0152	4.3175	4.4086	4.5432	4.4726	4.7514	5.1881	4.8021	5.089
"LPP-AS2"	2.9829	3.0126	3.2531	3.3481	3.7816	2.8273	3.1745	2.8152	3.3467	3.3802	3.0136	2.8391	2.7972	2.9415	2.9426	3.1991	2.8137	2.8455	3.0136	2.9763	3.0944	2.9196	2.8137	2.9688	2.8927	2.7203	2.9988	3.1077	2.9846	3.0212
"LQFBS-1"	4.6405	4.712	4.8524	4.9474	4.6491	4.4414	4.8336	4.7354	4.6192	4.8644	4.8076	5.132	4.8542	4.7717	4.6987	4.5866	4.8119	4.7559	4.7567	4.9765	4.8611	4.8076	4.837	4.9415	4.786	4.5926	4.5027	4.954	5.228	4.4817
"LRRC2-AS1"	3.5158	3.459	3.8851	3.8411	3.4292	3.5663	3.9629	3.4229	3.6883	3.6032	3.7877	3.668	3.4696	3.5082	3.4845	3.4602	3.5638	3.5627	3.7797	3.5498	3.7178	3.415	3.3938	3.6103	3.3249	3.3567	3.4527	3.7833	3.6448	4.177
"LRRC75A-AS1///SNORD49A///SNORD49B///SNORD65"	6.1857	5.8475	5.7621	6.3368	5.8281	6.0842	6.1089	6.1303	5.215	5.7524	5.6121	5.4598	5.7859	5.874	5.8637	5.7225	5.3458	5.9648	5.7265	5.6431	5.746	5.5509	5.3635	5.7212	5.4196	5.6162	5.3252	5.8316	5.6864	5.6591
"LSAMP-AS1"	4.9347	4.9889	4.89	4.9539	4.5217	4.7703	5.274	5.0369	4.4546	4.745	4.8499	4.7557	5.1536	4.9239	4.7777	4.7686	4.5627	4.8604	5.1295	4.9559	5.0205	4.3483	4.7417	4.7258	4.703	4.9516	4.8781	5.4113	5.2158	5.1727
"LY86-AS1"	3.2687	2.7977	2.94	2.8772	2.886	2.8782	3.3856	2.7175	2.6915	2.8755	3.1103	2.8262	2.8211	2.886	2.9575	2.8438	2.7729	2.6896	2.8429	2.9855	2.8022	2.9852	2.6101	2.9013	2.8562	3.0477	2.8466	2.5047	2.636	3.2542
"LZTS1-AS1"	3.8048	4.0365	3.8406	3.7617	3.8433	3.9078	3.7915	3.6525	3.7038	3.7227	3.8196	3.8648	3.7478	3.8213	3.895	3.6473	3.6847	3.8985	3.7907	3.9965	4.0724	3.5785	4.0082	3.5082	3.7103	3.5215	3.6805	3.8276	3.9362	4.526
"MACROD2-AS1"	3.3853	2.9393	2.699	3.1115	3.0849	2.9111	3.2611	2.9377	2.9655	2.8888	2.7765	2.9038	2.8955	2.7598	3.1676	2.7062	2.8423	3.0159	2.8712	3.1455	2.8276	2.5391	2.8781	2.6607	2.9377	2.6939	2.9007	3.1475	2.9377	3.156
"MAFG-AS1"	6.6768	6.5714	6.4537	6.6056	6.2984	6.5882	6.5399	6.4452	5.8213	6.1933	6.4044	6.2513	6.3517	6.142	6.2444	6.3159	6.1256	6.6332	6.4237	6.4256	6.4419	6.0271	6.0499	6.2051	6.1577	6.4827	6.6716	6.3847	6.6711	6.4354
"MAGI1"	3.7715	3.715	3.993	3.9251	3.5515	4.0143	3.5401	3.7397	3.4699	3.6359	3.9277	3.6142	3.7667	3.7397	3.8306	3.495	3.6426	3.6005	3.9708	3.8077	3.7948	3.4543	3.5708	3.5522	3.6084	3.8295	4.0269	3.7262	4.0202	4.0325
"MAGI1-IT1"	4.4572	4.2236	4.176	4.3084	3.9201	4.4749	4.0634	4.3177	3.696	4.2654	4.2337	3.9282	4.0321	4.4208	4.2886	4.2859	3.8362	4.2337	4.319	4.1099	4.2358	3.7457	4.0132	4.0685	4.4061	4.3835	4.3353	4.4705	4.28	4.4249
"MAGI2-AS2"	3.1163	3.0231	3.2602	3.2444	3.2067	3.271	3.0759	3.3227	3.1587	3.3724	3.0923	2.975	3.2805	2.9717	3.0578	2.7997	2.9487	2.9422	3.043	3.1733	3.0087	2.8178	3.0794	3.0685	3.1163	3.1163	3.1677	3.386	2.9734	3.1163
"MAGI2-AS3"	2.7456	2.7859	2.731	2.8843	2.5556	2.983	2.8461	2.6793	2.8407	2.5792	2.7261	2.7107	2.6047	2.4968	2.6224	2.7201	2.5824	2.8638	2.7697	2.7826	2.7474	2.6407	2.6981	2.6108	2.4988	2.7605	2.834	2.6841	2.7436	2.6274
"MALAT1"	10.1011	9.9367	9.7524	9.3872	10.6773	10.8287	9.1589	9.5387	9.54	9.1276	9.2302	9.7472	10.0487	9.9651	9.7581	10.5463	9.575	9.3297	10.2697	8.4555	8.9502	9.8653	10.8551	9.7412	9.8404	10.0713	8.9914	8.4763	8.3041	7.7342
"MAMDC2-AS1"	3.1456	2.8645	2.804	2.8957	2.7266	2.9131	2.9879	2.7931	2.9015	2.8955	2.7679	2.7426	2.7452	2.7088	3.0017	2.7454	2.6066	2.9222	2.7549	2.7711	2.8992	2.6965	2.7331	2.8692	2.7951	2.9394	2.9098	3.2007	3.0487	3.2593
"MAN1B1-AS1"	7.4126	7.0257	7.0681	7.4534	7.0839	6.899	6.8634	7.3197	6.9379	6.9098	7.1631	7.6761	7.0507	7.1114	7.3651	7.1961	6.9758	7.0181	6.9134	7.5968	7.8608	7.1276	7.129	7.1634	7.1881	6.8683	6.9874	7.392	7.718	7.2469
"MAN2C1"	5.3317	5.1384	4.8317	5.2954	5.5111	5.1157	5.2532	5.4576	5.5498	5.4938	5.9446	5.2693	5.0352	5.2729	5.2797	5.2532	5.1338	5.1499	5.1139	6.0103	5.2174	5.5318	5.1594	5.4431	5.6819	5.2794	5.5257	5.497	5.2734	5.2172
"MAP3K14-AS1"	4.2241	4.2529	3.9319	3.845	3.9871	4.5258	4.2966	4.1324	3.6366	4.0226	4.0686	4.1313	3.9159	4.0778	4.3724	3.8181	3.8723	3.9111	4.2426	4.1271	4.1107	3.7317	3.7644	3.9186	4.0714	3.9653	4.1914	4.3149	4.1735	3.9634
"MAPKAPK5-AS1"	5.5351	5.517	5.1463	5.5181	5.7152	5.4729	5.6234	5.2926	5.436	5.1444	5.1702	5.2686	5.3583	5.4878	5.0894	5.8607	5.7095	5.4723	5.3875	5.0447	5.3166	5.8368	5.4011	5.449	5.393	5.4187	5.5913	5.5305	5.1022	5.2634
"MAPT-AS1"	6.2714	6.1342	5.9305	6.1726	5.753	5.879	6.1131	5.7931	5.4908	5.751	5.9335	5.6173	5.8586	5.3654	5.9318	5.9198	5.6506	5.7975	5.8844	5.8968	6.1259	5.4964	5.6191	5.6968	5.6283	6.0711	6.1065	6.1276	6.2105	6.0197
"MATN1-AS1"	3.651	3.6856	3.5276	3.532	3.4131	3.2451	3.3639	3.5991	3.3506	3.5978	4.0094	3.972	4.0594	3.9607	4.0687	4.1873	4.0115	4.2407	4.0594	4.0279	3.717	4.377	4.1054	4.029	3.8334	4.0301	3.9016	3.6995	4.0054	3.8228
"MATR3///SNHG4"	4.1672	4.0972	4.2247	4.4617	4.0675	4.2033	4.4133	4.2136	4.3519	4.1229	4.1043	4.0551	4.1565	3.9671	4.1665	4.1258	4.0702	4.1867	4.2357	4.4371	4.3623	4.2298	3.97	4.313	4.2153	4.081	4.0134	4.3611	4.321	4.2604
"MBNL1-AS1"	4.7254	4.5857	4.7919	4.9031	4.5006	4.9499	4.7575	4.7296	4.4541	4.5103	4.6886	4.5675	4.495	4.4981	4.4546	4.6178	4.5233	4.4014	4.4368	4.3983	4.7828	4.5617	4.3401	4.3535	4.398	4.4877	4.8255	4.5721	4.536	4.5795
"MCF2L-AS1"	4.5919	4.5539	4.143	4.4681	4.2071	4.5599	4.8305	4.8994	4.2173	4.4957	4.918	4.2391	4.8549	4.696	4.5571	4.699	4.5907	4.3251	4.6441	4.3035	4.5686	4.47	4.502	4.307	4.8254	4.402	4.8634	4.8553	4.6237	4.509
"MCHR2-AS1"	5.6395	5.3005	5.8274	5.5738	5.4811	5.6401	5.6414	5.6082	5.1448	5.3707	5.7581	5.6514	5.4513	5.3275	5.5282	5.7282	5.4103	5.8908	5.9148	5.5545	6.0054	5.177	5.3469	5.476	5.506	5.8021	6.1945	6.0244	5.6789	5.6149
"MCM3AP-AS1"	3.9479	3.7469	3.4688	3.4885	3.4463	3.4524	3.3693	3.4889	3.542	3.6668	4.5971	4.1843	4.0457	4.3129	4.0272	4.1548	4.4069	3.8207	3.6914	4.1788	4.1898	4.2661	4.4304	3.9961	3.7766	4.5156	3.8268	4.1219	4.1828	4.0739
"MDM4"	5.858	5.5938	5.2826	5.7776	6.1835	6.1816	5.4529	5.8568	5.4159	5.2088	5.5289	5.4101	5.469	5.626	5.7689	5.6414	5.4379	6.0031	5.7544	5.6802	5.0005	5.4286	5.4258	5.5022	5.9379	5.6433	5.6253	5.4988	5.8087	5.3477
"MDS2"	4.6515	4.42	4.0968	4.3945	4.5202	4.4423	4.5039	4.3763	4.0584	4.3236	4.9667	4.8694	4.8701	5.15	4.6792	4.8553	4.9943	5.0373	5.1222	4.7742	4.777	4.9176	4.8453	4.9531	4.6871	4.9198	4.5119	4.7509	5.1302	4.6549
"MED14OS"	5.2576	5.5847	5.1937	5.1701	5.1227	5.137	5.7734	5.0521	5.2715	5.0457	5.0663	4.8754	5.0153	5.0351	5.0601	5.0833	4.7444	5.1761	5.1828	5.1719	4.8919	4.7056	4.8043	4.6611	5.1814	5.4297	5.5047	5.4721	5.0399	4.7065
"MED15P9"	4.4461	4.8345	4.4448	4.6634	4.2348	4.4196	4.7325	4.6747	4.3422	4.3867	4.1522	4.0118	4.3676	4.4	4.5263	4.273	4.1279	4.7275	4.3726	4.2676	4.53	4.103	4.2781	4.4731	4.4448	4.5755	4.8439	4.4562	4.4625	4.7272
"MEF2C-AS1"	3.5976	3.9975	3.8603	3.8543	3.6723	3.8687	4.0734	3.7691	3.5715	3.6874	3.6885	3.7961	3.7471	3.4984	3.8706	3.7435	3.3614	3.8796	3.9826	3.7269	4.1428	3.6694	3.6628	3.6516	3.5065	3.8911	4.3825	4.115	3.7207	4.9352
"MEG3"	4.4201	4.0914	4.1429	4.2436	3.7641	4.0322	4.259	4.1871	4.1617	4.0012	4.0868	3.9364	3.8624	3.8736	4.2253	4.0187	3.7753	3.9617	4.076	4.1418	3.9989	3.8246	3.7266	3.8911	3.929	4.145	4.1581	4.0561	4.0214	4.0917
"MEG8///SNORD112"	3.0632	2.9776	2.7852	3.307	3.1642	3.3714	3.3891	3.0093	2.9756	2.8437	3.1668	3.361	3.0072	3.0563	3.1247	3.0764	3.1041	3.0632	2.9816	3.113	3.3485	2.9025	2.8206	3.0669	3.2208	3.0632	2.84	3.3871	2.9576	3.4195
"MEG9"	3.0142	2.913	3.0212	3.1567	2.9469	2.9506	3.2313	3.2646	2.7857	2.8408	2.9069	2.9155	2.9967	2.936	2.9506	2.7762	2.487	2.8609	2.9283	2.9506	3.2165	2.8292	2.9506	2.7905	3.0746	2.9627	3.1647	3.26	3.1393	2.9884
"METTL9"	8.3123	8.6044	10.2808	10.8344	9.9279	10.4186	9.6608	10.0115	10.8998	10.2883	8.0272	8.6334	8.3238	7.8866	8.4681	7.9455	8.1663	8.3609	8.4093	8.0356	8.3666	8.4596	7.9441	8.1282	8.0189	7.6725	7.8162	8.1651	8.5443	7.7123
"MFI2-AS1"	5.4419	5.204	5.1505	5.1025	5.095	5.2385	5.3484	5.2589	5.0712	5.1315	5.1189	4.9828	5.0025	4.958	5.0507	5.2914	4.864	5.24	5.2217	5.1036	5.1292	4.7085	5.0428	5.1087	5.2154	5.3002	5.3333	5.3093	5.1536	5.2273
"MGC12916"	4.9044	4.4797	4.3537	4.8594	4.4481	4.4375	4.8675	4.7635	4.3667	4.3829	4.3962	4.5034	4.4916	4.4796	4.435	4.7372	4.4457	4.6699	4.4887	4.1716	4.6324	4.2102	4.3645	4.3691	4.3312	4.639	5.1234	4.8129	4.643	4.4496
"MGC13053///RP11-770J1.4"	2.4929	2.4024	2.4265	2.446	2.4749	2.4709	2.2379	2.6747	2.4972	2.4709	2.5699	2.7682	2.3969	2.3218	2.6624	2.4808	2.3448	2.4622	2.4709	2.6491	2.6266	2.3852	2.426	2.642	2.3063	2.4848	2.4096	2.3968	2.6046	2.6186
"MGC15885"	5.2847	5.1981	4.8269	5.392	4.9559	5.0183	4.9117	5.0152	4.7405	4.9926	5.3182	4.8767	4.9399	5.0914	5.0331	4.9801	4.8686	5.1248	5.0399	5.1442	5.2497	4.8003	4.9237	5.0129	4.8545	4.7849	5.4465	5.347	4.8327	4.9963
"MGC16025"	2.8737	2.7282	3.0949	3.5771	2.8737	2.987	2.5563	3.0235	2.8713	2.9725	2.9321	3.19	2.9803	2.5938	3.1311	2.6628	2.8103	2.9984	2.9187	2.8622	3.0363	2.9232	2.8174	2.9803	2.7285	2.7332	2.5074	2.96	3.0329	2.6973
"MGC16142"	3.1421	2.9598	3.1119	2.8589	3.1352	2.9939	3.0495	3.0261	3.2935	2.9026	3.0212	2.8061	2.9316	2.886	3.1312	2.7485	2.9449	2.814	2.9713	2.8983	2.9993	2.9885	3.2252	2.9885	2.8562	2.9414	3.1082	2.8118	2.6896	2.7972
"MGC16275"	4.9312	5.3091	4.7966	3.7697	4.2569	4.1841	4.0227	4.4685	4.524	4.6425	5.4509	5.2081	4.9868	5.1788	5.1099	5.4197	4.613	4.8897	5.0856	5.1779	4.5093	4.9217	5.1194	4.8523	5.4087	4.9915	4.8628	4.7698	5.1995	5.1612
"MGC20647"	5.7201	5.2699	5.3587	5.6718	5.1621	5.39	5.2214	5.3638	5.4863	5.2514	5.4582	5.1375	5.2103	5.2857	5.4987	5.3009	5.0714	5.5313	5.3084	5.5383	5.3513	4.9803	5.016	5.1557	5.1143	5.373	5.7497	5.6989	5.5825	5.9403
"MGC27345///RBM28"	5.8051	6.3791	5.6936	5.8215	5.829	5.297	6.0129	5.7133	5.4958	5.7863	6.0613	6.3127	6.2579	6.0477	5.9468	6.2655	6.1952	6.1917	6.2163	6.5353	6.3009	6.4469	6.5738	6.2437	6.0657	6.0117	6.0983	6.1904	6.2555	6.2863
"MGC27382"	2.4873	2.2951	2.6407	2.5413	2.5039	2.6023	2.649	2.5605	2.458	2.407	2.4992	2.516	2.5571	2.4271	2.4652	2.4745	2.5044	2.4589	2.6465	2.6003	2.4941	2.485	2.7438	2.5025	2.5992	2.4821	2.3443	2.3831	2.535	2.28
