"ID" "GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"MGC2889"	3.822	3.1808	3.5431	3.3607	2.9915	3.1839	3.4535	3.7301	3.166	3.2417	3.0319	2.8638	3.5348	3.2244	3.1945	2.9849	3.1753	3.1212	3.1631	3.3776	3.0578	2.9012	3.3039	3.1645	3.5215	2.9901	2.9976	3.6437	2.989	3.4877
"MGC32805"	3.9581	3.793	3.6829	3.8185	3.7595	3.6921	3.9921	3.6805	3.4915	3.6656	3.792	3.618	3.5708	3.6661	3.9427	3.7174	3.5567	3.7561	3.8397	3.8452	3.8202	3.4896	3.5832	3.7481	3.5703	3.8395	3.9717	3.933	3.7985	3.9352
"MGC34800"	5.4765	5.4818	4.6647	5.0428	4.7231	4.8928	4.7567	4.5127	4.5154	4.9506	4.7477	4.759	4.7477	4.6129	4.7724	4.8585	4.2671	4.7994	4.5971	4.8471	4.6262	4.5072	4.7238	5.096	4.5738	4.598	5.1602	5.2038	4.6767	4.4986
"MGC39545"	2.6861	2.544	2.2352	2.2076	2.3148	2.613	2.2066	2.7564	2.4449	2.4206	2.1478	2.4345	2.4564	2.3634	2.3443	2.4206	2.3747	2.4948	2.4206	2.5033	2.4627	2.2162	2.4206	2.3032	2.4206	2.3481	2.6444	2.4689	2.4393	2.5579
"MGC39584"	3.3291	3.2409	3.3989	3.4912	3.3498	3.6851	3.6623	3.1717	3.3746	3.411	3.5244	3.4824	3.2865	3.4537	3.3421	3.2754	3.3533	3.4069	3.5342	3.748	3.2066	3.3756	3.5279	3.5216	3.6677	3.5215	3.2554	3.573	3.4903	3.5494
"MGC4294"	4.8547	4.7042	4.9088	4.7698	4.6963	4.9759	4.9215	5.0616	4.4324	4.8112	4.6668	4.5151	4.5418	4.6771	4.4611	4.7698	4.3802	4.7409	4.8474	4.8849	5.1327	4.0398	4.3102	4.7021	4.9372	4.9733	4.8588	4.7698	4.4774	4.7672
"MGC45800"	4.4626	3.9398	4.09	4.3133	3.9406	3.965	4.4404	4.135	4.0166	4.1021	3.9943	3.8897	3.8829	3.8888	3.9943	4.0695	3.7678	3.8812	4.1313	4.1471	4.4162	3.7967	3.7514	3.714	3.9767	3.9943	4.2324	4.2874	4.1173	3.8228
"MGC45922"	6.5586	6.5262	6.1259	6.1824	5.8551	5.9263	6.4374	6.3522	5.6594	5.9061	6.1864	6.1456	6.1337	6.0663	6.0388	6.1519	5.8346	6.281	6.1812	6.1335	6.5787	5.6603	5.7285	6.0373	5.9496	6.2705	6.5487	6.4693	6.2062	5.9636
"MIA-RAB4B///RAB4B"	7.684	7.8032	8.5694	9.2427	8.8098	8.6918	8.1341	8.4304	7.9503	8.0334	8.5412	8.7295	8.2064	8.268	8.3185	8.0255	8.2912	8.138	8.3737	8.3986	8.0045	8.2449	8.3007	8.5618	8.3633	8.0881	7.8918	8.4451	8.5614	8.0142
"MIAT"	8.1152	8.4277	8.9906	8.7756	7.4406	7.0599	8.6796	7.7442	6.8968	7.7597	7.8455	7.505	7.909	7.1957	7.3274	6.6209	7.9391	7.3552	7.5438	6.7518	6.2051	7.5189	7.5133	7.945	8.0745	7.5342	7.1175	7.3312	7.311	6.478
"MIATNB"	6.6	6.4722	6.4932	6.6438	6.3902	6.069	6.4149	6.6339	6.5609	6.4835	6.94	6.9912	6.5559	6.5456	6.2897	6.5176	6.6	6.7652	6.4713	6.8305	7.0516	6.775	6.2071	6.817	6.5996	6.608	6.4503	6.4231	6.8599	6.7668
"MIB2"	5.1898	5.0236	4.9379	4.749	5.0596	4.6369	5.1687	5.0917	4.4901	5.1666	5.265	5.2518	5.1863	5.2539	4.667	5.1552	5.5068	5.079	5.2649	5.0544	4.9053	5.365	5.1159	5.2871	5.0108	5.1857	5.411	5.0945	5.1208	4.4372
"MICAL3"	4.5999	4.4957	4.0404	3.8173	3.7369	4.0778	4.0381	3.8559	3.9218	4.1712	5.0329	4.5749	5.0422	4.6955	4.5141	4.5566	5.1754	5.0933	4.5623	4.4347	4.4373	5.3735	4.9528	5.0703	4.5026	4.3006	4.2691	4.3714	4.3544	4.6865
"MIR1-2///MIR133A1///MIR133A1HG"	2.566	2.5096	2.4288	2.7026	2.3665	2.7238	2.9244	2.8431	2.3385	2.5656	2.4295	2.5505	2.3934	2.5456	2.585	2.3196	2.2791	2.4201	2.489	2.4941	2.6467	2.1998	2.3858	2.4737	2.4209	2.62	2.4734	2.819	2.3224	2.4771
"MIR100HG"	2.6861	2.5975	2.4409	2.6005	2.3819	2.5935	2.4291	2.4979	2.2982	2.5982	2.4156	2.4086	2.5839	2.4441	2.5235	2.3996	2.5773	2.4296	2.4937	2.5084	2.6033	2.3244	2.3447	2.5902	2.4863	2.3199	2.6123	2.2861	2.4262	2.5234
"MIR10A"	4.5822	4.5355	4.1464	4.2376	3.9336	4.0015	4.6763	4.296	3.9504	3.9969	4.1671	4.0392	3.8986	4.0522	4.1381	4.2019	3.9935	4.0717	4.171	4.3097	4.2953	3.7562	4.1396	4.171	4.174	4.0806	4.5036	4.3009	4.2387	4.0467
"MIR1204///PVT1"	5.3399	4.9274	4.8236	4.7152	4.2477	4.8414	5.1078	4.5481	4.4445	4.8008	4.8867	4.9113	4.8865	4.8282	5.0191	4.8689	4.8048	5.0522	5.1855	5.3998	4.9345	4.7878	4.983	4.9129	4.9475	4.7881	5.2322	4.9243	4.8934	4.8704
"MIR124-2HG"	3.5294	3.3973	3.3145	3.5521	3.2873	3.6042	3.563	3.465	3.0454	3.2682	3.1956	3.2371	3.1116	3.3381	3.2244	3.2298	3.2118	3.3837	3.4842	3.2735	3.4866	3.1119	2.8746	3.2615	3.2237	3.274	3.2844	3.4385	3.4648	3.6355
"MIR142"	6.9055	6.9201	7.1391	6.9738	6.7554	6.788	6.5737	7.3417	6.9262	6.313	6.8611	7.2454	6.9434	6.4736	6.7396	6.7629	6.717	6.9491	6.8338	6.1987	7.583	7.1033	6.8922	6.7539	6.8995	6.4607	6.6603	6.9913	6.9519	6.5159
"MIR143HG"	5.2614	5.3165	5.3301	5.0131	5.095	5.2768	5.4263	5.4223	4.9688	5.1834	4.9916	5.1488	4.9542	4.8998	4.8245	5.1362	5.0491	4.9437	5.1047	5.1406	5.2695	4.8244	4.9246	5.0083	5.3289	4.985	5.281	5.457	5.0773	5.095
"MIR146A"	6.9866	6.7102	5.6418	6.3319	5.9809	6.4451	6.4776	6.3546	6.2053	5.89	6.2007	5.9983	6.0184	5.9559	6.0483	6.3366	5.9463	6.2941	6.2038	6.1222	6.4477	5.3573	5.7555	6.0155	6.1575	6.3216	6.9796	6.4206	6.554	6.2038
"MIR155///MIR155HG"	2.607	2.7841	2.8004	2.8722	2.4485	2.5692	2.8095	3.1023	3.113	3.2	2.8048	3.1922	2.9636	3.1442	2.616	2.894	3.2428	2.4608	2.5665	2.4716	2.8749	3.9917	2.9664	3.0555	2.665	3.4318	3.1083	2.8198	2.435	2.6508
"MIR17///MIR17HG///MIR18A///MIR19A///MIR19B1///MIR20A///MIR92A1"	3.1621	3.194	3.1159	3.0974	3.3254	2.9238	3.2119	3.8016	3.3062	3.6286	3.1053	3.5636	3.0931	3.5326	3.0398	3.244	3.548	3.2212	3.0302	2.9186	3.1621	3.4852	3.1795	3.0977	3.1959	3.5992	3.1888	3.1305	3.1858	3.2472
"MIR194-2"	5.3756	5.1185	5.1546	5.6084	4.9861	5.0879	5.3907	5.3691	4.9697	5.1332	4.9173	4.9283	4.9596	5.1169	4.9585	4.8979	4.8541	5.0753	5.1321	5.1087	5.2967	4.7533	4.9462	5.1204	5.0063	5.0085	5.3865	5.2457	5.1391	4.9672
"MIR205"	3.664	3.5348	3.441	3.5615	3.5453	3.6933	3.3682	3.7315	3.3169	3.2387	3.6041	3.5919	3.4113	3.4172	3.6561	3.5183	3.3949	3.4277	3.5412	3.5412	3.5821	3.3122	3.3818	3.1907	3.5136	3.673	3.8242	3.4132	3.554	3.658
"MIR210HG"	4.1783	4.0725	3.9006	4.0168	4.0677	3.9073	4.0041	3.9732	3.5685	3.6245	3.6926	3.748	3.9177	3.6866	3.7797	3.8153	3.4366	3.8158	4.173	3.7665	3.8331	3.5471	3.6593	3.8554	3.8215	4.0031	3.7707	4.1584	3.7138	3.6663
"MIR22///MIR22HG"	5.7085	6.2615	7.1875	6.9812	6.117	6.0613	6.9476	6.9255	6.7949	6.397	5.8158	5.926	5.7267	6.4072	5.5168	5.9325	5.6782	5.3319	5.6553	5.8068	5.9195	6.1146	5.8403	5.7524	5.4905	6.2161	5.4127	5.497	5.9028	5.312
"MIR29A///MIR29B1"	4.1774	4.1942	4.2028	4.6004	4.2471	4.3825	4.2282	4.0337	4.0112	3.8642	4.0738	4.0903	4.2524	4.2036	4.2272	4.2002	3.8768	4.2386	3.9902	4.4976	4.4128	4.1685	4.0662	3.9974	4.0509	4.2127	3.9363	4.3558	4.1499	4.1689
"MIR29B2///MIR29C"	6.5465	7.0506	7.0575	6.0312	7.4582	7.0474	5.8513	7.7529	6.617	7.2299	7.4996	8.2997	8.1485	8.4313	8.1643	8.1407	8.4672	7.9045	8.0817	7.0783	7.8008	8.3114	8.1995	8.0015	7.7659	7.9931	7.6454	7.7517	7.9926	7.339
"MIR302B"	3.9228	3.6169	4.0103	4.1305	3.9406	3.9228	4.1289	3.9947	4.9883	4.0922	3.9979	3.8306	3.888	3.8681	3.8932	3.5166	3.8098	3.997	3.8312	3.8275	4.2113	3.918	3.7351	3.8539	3.9548	3.9124	3.6292	3.7767	4.3127	3.8693
"MIR3180-1///MIR3180-2///MIR3180-3"	5.6561	5.3815	5.5195	5.6127	5.3454	5.3117	5.791	5.1424	4.768	5.0015	5.0516	4.8682	5.3125	5.0289	5.4621	5.0723	5.1681	5.2868	5.7199	5.2632	5.2474	4.9803	5.1936	5.2642	5.2184	5.4138	5.3486	5.4161	5.6487	5.2322
"MIR31HG"	4.8335	4.4237	4.2988	4.5091	4.2915	4.6758	4.5689	4.218	4.2717	4.4403	4.5808	4.3539	4.3621	4.4851	4.4857	4.2551	4.2233	4.1055	4.4553	4.7352	4.6374	4.1234	4.2947	4.3374	4.4851	4.3727	4.7955	4.6406	4.6118	4.613
"MIR3610///RAD21-AS1"	3.0888	2.6373	2.8898	2.9522	3.2883	2.9527	3.071	2.7791	3.19	2.8755	2.7233	3.0032	2.7369	2.9713	3.2108	2.7026	2.6248	2.6911	2.798	3.3382	3.0047	2.6756	2.5702	2.8317	2.8007	2.7676	2.6834	3.0443	3.1631	3.9801
"MIR3663HG"	2.5389	2.352	2.6953	2.548	2.3994	2.5902	2.2833	2.3909	2.5626	2.5136	2.4767	2.6593	2.3264	2.3569	2.5335	2.4699	2.5223	2.4757	2.429	2.4363	2.4312	2.5132	2.3302	2.4573	2.5223	2.3951	2.7	2.574	2.599	2.6139
"MIR424///MIR503HG"	5.2063	5.1988	5.405	5.5609	5.4179	5.6026	5.4052	5.4238	5.5667	5.1146	4.9047	4.8656	4.7883	4.7771	4.84	4.5811	4.7724	4.9491	4.9527	4.95	4.9716	4.7136	4.753	4.7686	4.8238	5.0033	4.8688	5.1892	5.0466	4.7015
"MIR4313"	4.8703	4.9657	4.5853	4.9829	4.3718	4.8388	5.1462	4.7237	4.0422	4.8604	4.8225	4.7695	4.4339	4.6962	4.8443	4.4361	4.3002	4.9476	5.0867	4.7076	4.8397	4.5173	4.3683	4.7284	4.6409	4.6916	5.3123	4.8301	4.4959	4.7222
"MIR4435-1HG///RP11-181E10.3"	2.7017	2.4709	2.6311	2.1973	2.7805	2.3542	2.3035	2.4717	2.5008	2.4269	2.3626	2.3596	2.5234	2.2905	2.3958	2.3068	2.4132	2.3173	2.233	2.1802	2.2098	2.3852	2.4774	2.3169	2.2491	2.1347	2.253	2.2206	2.3651	2.3429
"MIR4458///MIR4458HG"	3.6523	3.2565	3.0113	3.3796	3.1156	3.0368	3.3526	3.5418	2.8155	3.1567	3.4216	2.9225	3.1517	3.2459	3.2509	3.4561	3.1632	3.1524	3.3746	2.8365	3.3952	2.9978	2.9496	3.0571	3.0653	3.2883	3.4745	3.139	3.3432	3.4366
"MIR4500HG"	3.5072	3.3973	3.1703	3.3226	3.4184	3.0925	3.0751	3.7507	3.4635	3.1657	3.2764	2.9583	3.1066	3.1241	3.3167	2.9718	3.0878	3.1219	2.9722	3.1647	3.2574	2.926	3.0907	3.0995	3.1353	3.3735	3.0983	3.1585	3.4425	3.2408
"MIR4697///MIR4697HG"	4.4004	4.3942	3.946	4.0856	3.9065	4.1081	4.4645	4.1285	4.0333	4.1606	4.433	4.2373	3.924	4.1969	4.1644	4.3182	4.2169	4.2993	4.4261	4.0317	4.3181	3.9497	4.1132	4.0902	4.2494	4.1973	4.2964	4.2892	4.175	4.2704
"MIR600///MIR600HG"	5.3772	5.2688	5.1484	5.2232	5.1077	5.1819	5.2891	5.0728	4.8332	4.9356	5.3762	5.2581	5.3774	5.3967	5.2653	5.1305	5.5302	5.8324	5.3578	5.2813	5.2039	5.2224	5.3438	5.617	5.601	5.1524	5.3009	5.365	5.3754	5.1866
"MIR612///NEAT1"	7.3511	7.3825	7.5107	7.0721	7.3552	6.8317	6.3956	6.7471	6.9625	7.1248	7.318	7.2135	7.8974	7.1538	8.3126	6.6527	7.0762	7.8413	7.1452	6.3246	6.7668	7.4983	8.4565	7.7578	8.4673	6.7135	6.968	6.3603	7.0756	7.4442
"MIR6516///SCARNA16///SNHG20"	4.4818	4.4967	4.516	3.8565	3.5821	4.0517	4.9369	3.9822	4.0885	4.259	4.8449	4.8706	4.5133	4.5345	4.4082	4.533	4.742	4.4169	4.5105	4.4531	5.0916	4.9372	4.6713	4.6427	4.6512	4.3795	3.8246	4.6193	4.6237	4.4461
"MIR663AHG"	2.5953	2.2848	2.5217	2.5431	2.5525	2.5413	2.9073	2.6276	2.5443	2.433	2.4031	2.5539	2.3961	2.5355	2.5976	2.638	2.7285	2.448	2.626	2.503	2.4961	2.5417	2.3344	2.4129	2.5548	2.7577	2.5772	2.6011	2.5539	2.5539
"MIR670HG"	5.7994	5.4449	5.4924	5.6348	5.3824	5.7797	5.7212	5.7395	5.1206	5.7503	5.4097	5.1792	5.4665	5.4698	5.5436	5.4877	5.1769	5.4092	5.3	5.6177	5.6935	5.1293	5.1814	5.5178	5.3047	5.4051	5.6802	5.7677	5.3102	5.8601
"MIR7-3HG"	4.087	3.7853	3.7245	3.7014	3.7817	4.1273	3.9968	3.8867	3.7725	3.8014	3.6467	3.6514	3.7717	3.5743	3.7476	3.7412	3.7072	3.8611	3.8342	3.6542	3.8892	3.6554	3.6007	3.7165	3.6961	3.8015	4.3909	3.7729	3.9349	4.501
"MIR7515///MIR7515HG"	4.547	4.2145	3.8443	4.2099	3.975	4.099	4.297	3.7969	3.2474	4.0824	4.0796	3.9033	4.0092	4.2595	4.3893	3.8584	3.812	4.1452	4.3774	4.0079	4.3819	3.8685	3.8993	4.2207	4.099	4.212	4.6882	4.1378	4.2923	4.1572
"MIRLET7BHG"	5.1667	5.647	4.9379	5.3835	5.3542	5.3719	5.4652	5.3725	5.0738	5.0847	5.4806	5.5123	5.2894	5.5285	5.346	5.7371	5.0901	5.6119	5.5093	5.7618	5.2834	5.5572	5.4454	5.1909	5.5299	5.339	5.539	5.3455	5.8282	5.1868
"MIRLET7DHG"	4.0105	3.8356	3.7947	4.0306	3.8468	4.1293	4.0934	3.8362	3.8966	3.7391	3.9039	3.6859	3.828	3.8764	4.0361	3.847	3.6013	3.8207	3.9257	4.2152	3.5691	3.5719	3.8644	3.8676	3.9138	3.8489	4.0276	3.9257	4.2247	4.4516
"MKNK1-AS1"	5.1816	4.5944	4.8206	4.8116	4.5914	4.9286	5.2669	4.7418	4.729	4.5242	4.5637	4.8008	4.4345	4.6058	4.729	4.4711	4.0114	4.6362	4.6532	4.663	4.8498	4.2157	4.5802	4.8455	4.6184	4.8827	4.9599	5.1745	4.4449	4.6618
"MLK7-AS1"	3.3098	3.4831	3.5334	3.1362	3.2276	3.8589	3.2918	3.1536	3.256	3.2948	3.1572	3.2022	2.9068	3.0184	3.1086	3.0853	3.0548	3.2188	3.1148	3.0532	3.3305	2.9551	2.8277	3.0246	3.1786	2.9081	3.5175	3.1876	3.4445	2.9371
"MLLT4-AS1"	3.0389	3.0061	2.9489	3.2631	2.7329	2.9478	3.1591	3.0144	2.6205	2.816	3.0038	3.0399	2.9008	2.7329	2.9942	2.9035	2.7791	2.8746	2.8102	3.1219	3.0355	2.681	2.7131	2.6932	2.8342	2.957	2.7921	2.9864	3.0151	3.1592
"MMP24-AS1"	7.295	7.4294	7.4138	7.5229	7.0812	7.3114	7.2013	7.2623	6.7051	7.0809	7.387	7.2781	7.0945	7.0254	7.1297	7.1091	7.1848	6.8336	7.1229	7.0122	7.2729	7.0499	7.1297	7.2077	7.1466	7.1002	7.0529	7.2317	7.269	6.8285
"MNX1-AS1"	3.4293	3.0576	2.9746	3.1168	2.8423	2.994	3.5249	3.4803	2.6774	2.9194	3.064	2.7484	2.9859	2.9223	2.9819	2.7356	2.8312	3.2774	3.2052	3.059	3.0553	2.6818	3.1319	2.7895	2.8589	2.8828	2.9405	3.179	3.0553	3.4631
"MORC2-AS1"	6.9123	6.7646	6.2233	6.5438	6.0209	6.4375	6.6249	6.5253	6.0685	6.2877	6.6471	6.5818	6.6924	6.6941	6.7996	6.8222	6.6119	6.7254	7.1214	6.9369	6.7435	6.5718	6.5702	6.5987	6.5031	6.5474	6.6163	6.9279	6.6137	6.6421
"MORF4L2-AS1"	4.4551	4.406	3.9883	4.0513	4.0999	4.2728	4.2279	4.4473	4.0578	4.3004	4.158	4.1708	4.3253	4.0964	4.1599	4.1929	4.4376	4.1376	4.1893	4.1825	4.435	4.1658	4.1963	4.2516	4.258	4.1277	4.2005	4.475	4.2614	4.1835
"MPRIP-AS1///MPRIP-AS1"	3.9884	4.4639	3.8385	3.8801	3.7298	3.8735	4.1642	4.5211	3.6554	4.0646	3.828	3.833	4.14	3.7248	3.9884	3.8214	3.6288	4.6687	4.0951	4.1347	4.113	4.0844	3.9426	3.9528	3.9417	3.7791	4.2373	3.996	4.1982	3.9937
"MRGPRG-AS1"	6.8001	6.635	6.3077	6.6266	6.3152	6.6048	6.7697	6.6017	5.9419	6.3791	6.3603	6.3403	6.0361	6.1773	6.5212	6.0995	6.0382	6.3608	6.5685	6.4539	6.8166	5.8216	6.2723	6.3009	6.3882	6.5412	6.9154	6.9013	6.4867	6.395
"MROH7-TTC4///TTC4"	6.0462	6.1895	5.4445	5.2086	5.4915	5.2121	5.6534	6.2598	5.9987	6.3563	6.8127	6.7715	6.6676	6.6724	6.4098	6.4543	7.027	6.3065	6.5258	6.3122	7.1129	6.8746	6.6999	6.6716	6.64	6.5845	6.1134	6.8319	6.8031	5.9174
"MRVI1-AS1"	6.7651	6.9534	6.8726	7.3455	7.0943	7.4339	7.176	7.3272	7.3697	6.996	6.7996	6.5905	6.2249	6.6824	6.7996	6.7222	6.3597	6.677	6.5797	6.8025	6.5921	6.1967	6.4376	6.6635	6.3864	6.4447	6.6895	6.9102	6.7996	6.8043
"MSH5-SAPCD1///SAPCD1"	4.4496	4.3514	4.1305	4.2335	3.9244	3.9693	4.3204	4.1633	4.1597	4.217	4.2172	4.4264	4.4679	4.3082	4.3995	4.2121	4.3652	4.4446	4.3964	4.364	4.7951	4.3691	4.2856	4.3175	4.2423	4.3473	4.5486	4.5369	4.2344	4.5417
"MSH5///MSH5-SAPCD1///SAPCD1"	3.944	3.3039	3.436	3.6864	3.198	3.522	3.5615	3.7746	3.0691	3.3855	3.7589	3.8041	3.3332	3.7259	3.274	3.4616	3.6677	3.8044	3.3855	3.5468	3.5055	3.7951	3.5615	3.8237	3.8288	3.567	3.6883	3.4201	3.5283	3.8434
"MTHFS///ST20-MTHFS"	2.7566	2.8088	2.9516	3.0092	2.9121	3.1053	2.8657	3.0317	2.9221	2.834	2.906	2.987	2.8098	2.9726	2.9338	2.7337	2.9865	2.9069	2.9961	2.9443	2.8224	2.8242	2.9797	2.9176	2.9245	2.9161	2.9979	3.191	3.1964	2.9512
"MTUS2-AS1"	4.7861	4.7975	4.7118	4.5395	4.593	4.658	4.7688	4.5793	4.4802	4.7455	4.4372	4.7371	4.6612	4.6762	4.6772	4.6346	4.6535	4.7088	4.9208	4.9221	5.0129	4.5669	4.4682	4.5546	4.6288	4.5719	5.5753	5.2536	5.1866	4.8846
"MYCNOS"	4.5296	4.3578	4.4806	4.472	4.024	4.3891	4.6007	4.2411	4.2146	4.2312	4.0965	4.1358	4.394	4.1427	4.3783	4.2309	4.0091	4.2939	3.9761	4.3308	4.5883	4.0349	4.1421	4.4287	4.2942	4.3792	4.4769	4.5091	4.5326	4.3444
"MYLK-AS1"	6.0224	5.9645	5.7098	5.7922	5.568	6.1545	5.8531	5.3404	5.3902	5.8346	5.8027	5.3969	5.4092	5.723	5.7476	5.378	5.4008	5.4286	5.5114	5.3064	5.9563	5.5117	5.0764	5.8219	5.3116	5.6768	5.9031	5.557	5.5369	5.7125
"MYNN///RP11-362K14.5"	3.6084	3.0156	2.882	3.0519	3.0781	3.1488	3.1343	2.7522	3.225	3.0156	2.8879	2.8558	2.8385	3.0565	2.9282	2.9388	3.1465	3.1592	2.8112	2.8557	2.8224	2.9956	2.8817	2.9141	2.9448	2.7511	3.0798	3.0367	3.0299	2.9489
"N4BP2L2-IT2"	3.9663	4.16	3.4864	4.0207	3.9129	4.0701	3.7518	4.0142	3.5596	4.0324	4.2296	3.7671	4.243	4.387	4.2177	4.2144	4.0756	4.2204	4.4329	3.6992	4.0877	4.3131	4.311	4.284	4.6829	3.9026	4.4421	4.0037	4.0041	3.9672
"NAALADL2-AS3"	2.5062	2.4111	2.4058	2.3523	2.0583	2.3523	2.3861	2.3576	2.129	2.2415	2.216	2.5139	2.3025	2.3483	2.2908	2.3992	2.325	2.4309	2.236	2.2218	2.2991	2.2861	2.1356	2.3523	2.2749	2.3664	2.4989	2.5162	2.5458	2.3415
"NADK2-AS1"	3.0703	3.2601	3.245	3.2023	2.9381	2.9574	3.4131	3.6262	2.8989	3.0357	3.061	2.9599	3.0038	2.7471	2.8686	2.9669	2.8992	3.4803	2.8819	3.153	3.0045	2.4354	2.6676	2.9522	3.1341	3.1175	3.4928	3.2385	2.9759	3.0299
"NALCN-AS1"	4.9173	4.6932	4.5329	4.7268	4.7943	4.6803	5.3616	4.9079	4.7392	4.6599	4.5601	4.8062	4.5823	4.6051	4.4716	4.4815	4.37	4.9939	4.9196	4.857	5.1728	4.2052	4.3645	4.5443	4.7122	4.7738	4.934	4.9578	4.7543	4.5821
"NAPA-AS1"	4.9716	5.4075	4.9726	5.2121	4.6967	5.1892	5.3543	5.1816	4.6181	5.024	4.8062	5.0073	4.9178	4.7003	5.2076	4.5785	4.7286	5.3135	5.1196	5.0436	5.5234	4.5135	4.832	4.84	4.9895	5.2835	5.3517	5.1123	5.0596	5.0106
"NAV2-AS2"	4.9837	4.2946	4.1009	4.1009	3.9958	4.0666	4.7405	4.5241	3.6888	3.7874	3.9302	4.1009	4.0694	4.0231	4.1009	3.9222	3.6241	4.5982	4.2564	4.1218	4.2262	3.5716	3.7977	4.1047	3.8034	4.4294	4.7096	4.0367	4.4874	4.5687
"NAV2-AS4"	5.5871	5.3294	5.329	5.542	5.7468	5.5565	5.1955	5.3092	5.2058	5.2513	5.1525	5.1258	5.1273	5.0557	5.4107	4.7281	4.9157	5.5348	5.3021	5.1739	5.3825	5.1885	4.8368	5.1919	4.8792	5.3906	5.1885	5.2161	5.4895	5.3214
"NAV2-AS5"	3.2102	3.0154	3.1982	3.2558	2.9087	3.1496	3.4282	3.0192	2.7663	2.9703	2.8861	2.9599	3.1003	2.8958	2.9469	2.91	2.6781	2.9122	2.9789	3.3486	2.5703	2.9677	2.7216	2.993	2.8709	3.0635	3.1756	3.0106	3.1776	3.1163
"NAV2-IT1"	3.6058	3.9386	3.8003	4.0899	3.7658	3.7889	4.0732	3.7828	3.7782	3.7784	3.6486	3.3583	3.6374	3.3894	3.6542	3.7889	3.5283	3.9316	3.5106	3.9352	3.7703	3.7493	3.6795	3.626	3.7601	3.8429	3.8112	4.0325	4.0512	4.5355
"NBR2"	6.0059	5.7026	5.8184	5.9664	5.9551	5.7725	6.1896	6.1222	6.0673	5.8652	5.5775	5.7225	5.5841	5.5366	5.6016	5.4065	5.6628	5.7259	5.7575	5.7402	5.9409	5.8207	5.3632	5.8155	5.4931	5.5435	5.8141	5.7797	5.7154	5.6718
"NCAPH2"	5.5695	5.3221	5.1687	5.281	5.0379	5.1285	5.5112	5.0825	5.1423	5.2559	5.3639	5.3211	5.4071	5.3261	5.3382	5.0869	5.0888	5.281	5.2681	5.3296	5.6232	5.0715	5.2697	5.1929	5.2781	5.3031	5.2247	5.892	5.6873	4.9281
"NCBP2-AS2"	6.6625	6.7164	6.8243	6.5897	6.9158	6.7542	6.7104	6.8614	7.0444	7.0584	7.1413	7.1493	7.1629	7.154	7.0144	7.5307	7.3258	6.8289	7.0493	6.8638	7.3436	7.5395	7.192	7.2023	7.097	7.1799	7.278	6.9416	7.1256	6.5232
"NCK1-AS1"	5.2034	4.8544	5.6618	5.6404	5.2683	5.2891	5.5714	5.7229	6.082	6.1525	5.2043	5.3458	5.2263	5.5113	5.3638	5.2532	5.4191	4.9333	5.4109	5.2201	5.5464	5.7563	5.5257	5.4477	5.4115	5.5585	5.1969	5.5905	5.1545	5.192
"NCR3LG1///RP1-239B22.5"	4.3226	3.8877	3.2427	3.8517	3.5879	3.6058	3.7542	3.7549	4.1076	3.7889	4.0308	4.4098	3.9258	4.1886	4.2269	4.0601	3.9988	3.9292	3.7428	3.7746	4.1566	4.0774	4.1858	3.9206	4.2609	4.2838	4.0276	3.9868	3.938	4.126
"NCRNA00185///TTTY14"	4.6838	4.7616	4.0788	4.1892	4.3134	4.2499	4.7228	4.4642	4.2258	4.4651	4.2703	4.2718	4.1474	3.9772	4.4126	4.2724	3.8115	4.5458	4.5191	4.359	4.485	4.5715	4.2732	4.3676	4.2607	4.8012	4.6016	4.7056	4.4487	4.467
"NDST2///ZSWIM8-AS1"	6.1431	5.9135	6.3134	6.6225	6.079	6.4932	6.3564	6.4874	6.2715	5.9774	6.1301	6.0414	5.9692	5.8415	6.0996	6.0085	5.7363	6.0174	6.0526	6.023	6.1892	6.25	5.5013	6.0526	5.9339	5.9937	5.8882	6.1032	5.822	5.3698
"NDUFB2-AS1"	5.1907	5.1528	4.8668	5.3118	4.9193	5.2966	5.0794	5.1318	4.776	5.071	5.0661	4.9793	5.0343	5.1138	5.1793	5.1442	5.029	5.1303	5.239	5.2177	5.6389	4.6316	5.0479	5.2208	5.0904	5.2027	5.2536	5.534	5.2311	4.9617
"NDUFV2-AS1"	4.5429	4.6422	4.3441	4.1101	4.691	4.2646	4.4252	4.5149	4.3372	4.3907	4.666	4.7063	4.9267	4.6095	4.7738	5.0522	4.5495	4.6237	4.8436	4.5012	4.3607	4.8825	4.7359	4.777	4.795	5.0573	4.8778	4.7526	4.3173	4.4425
"NEBL-AS1"	4.7368	4.5815	4.3288	4.4436	4.5074	4.4	4.5446	4.4541	4.4669	4.2713	4.4651	4.5057	4.4702	4.1807	4.2011	4.2203	4.4583	4.4684	4.6339	4.504	4.9337	3.609	4.2062	4.4718	4.2402	4.5696	4.8187	4.6316	4.7003	4.5134
