"ID" "GSM1373914"	"GSM1373915"	"GSM1373916"	"GSM1373917"	"GSM1373918"	"GSM1373919"	"GSM1373920"	"GSM1373921"	"GSM1373922"	"GSM1373923"	"GSM1373924"	"GSM1373925"	"GSM1373926"	"GSM1373927"	"GSM1373928"	"GSM1373929"	"GSM1373930"	"GSM1373931"	"GSM1373932"	"GSM1373933"	"GSM1373934"	"GSM1373935"	"GSM1373936"	"GSM1373937"	"GSM1373938"	"GSM1373939"	"GSM1373940"	"GSM1373941"	"GSM1373942"	"GSM1373943"	"GSM1373944"	"GSM1373945"	"GSM1373946"	"GSM1373947"	"GSM1373948"	"GSM1373949"	"GSM1373950"	"GSM1373951"	"GSM1373952"	"GSM1373953"	"GSM1373954"	"GSM1373955"	"GSM1373956"	"GSM1373957"	"GSM1373958"	"GSM1373959"	"GSM1373960"	"GSM1373961"	"GSM1373962"	"GSM1373963"	"GSM1373964"	"GSM1373965"	"GSM1373966"	"GSM1373967"	"GSM1373968"	"GSM1373969"	"GSM1373970"	"GSM1373971"	"GSM1373972"	"GSM1373973"	"GSM1373974"	"GSM1373975"	"GSM1373976"	"GSM1373977"	"GSM1373978"	"GSM1373979"	"GSM1373980"	"GSM1373981"	"GSM1373982"	"GSM1373983"	"GSM1373984"	"GSM1373985"	"GSM1373986"	"GSM1373987"	"GSM1373988"	"GSM1373989"	"GSM1373990"	"GSM1373991"	"GSM1373992"	"GSM1373993"	"GSM1373994"	"GSM1373995"	"GSM1373996"	"GSM1373997"	"GSM1373998"	"GSM1373999"	"GSM1374000"	"GSM1374001"	"GSM1374002"	"GSM1374003"	"GSM1374004"	"GSM1374005"	"GSM1374006"	"GSM1374007"	"GSM1374008"	"GSM1374009"	"GSM1374010"	"GSM1374011"	"GSM1374012"	"GSM1374013"	"GSM1374014"	"GSM1374015"	"GSM1374016"	"GSM1374017"	"GSM1374018"	"GSM1374019"	"GSM1374020"
"MIR424///MIR503HG"	3.9857	4.81	4.8696	4.5305	4.7636	4.5647	4.6388	4.6252	4.8004	4.3177	4.223	4.259	4.5037	4.8923	4.8809	4.7686	4.5951	4.7413	4.2495	4.8468	4.6368	4.4363	4.8069	4.5981	4.614	4.7579	4.7097	4.163	4.5702	4.6671	3.9524	4.1354	3.9438	3.7705	3.9988	4.036	4.4292	4.5051	4.3372	4.1324	4.6504	4.5892	4.2867	4.6186	4.2039	4.194	4.3504	4.4374	4.7025	4.5239	4.5578	4.2982	4.4945	4.5259	4.5799	4.0589	4.6632	4.5434	4.4062	4.5015	4.3671	4.408	4.4913	4.1533	4.2066	4.4456	4.2422	4.787	4.3848	4.5456	4.2764	4.6227	4.9696	4.4573	4.3696	4.321	4.7356	4.8064	4.569	4.6273	4.4199	4.6872	4.0292	3.9198	3.9646	3.8241	4.132	4.1136	4.0517	4.0152	4.3345	3.9672	4.2343	4.5525	4.5581	4.0348	3.9628	4.0952	3.7686	3.9242	4.2644	4.166	4.3369	4.1386	3.9014	4.2733	3.9289
"MIR4313"	3.7522	3.9714	3.8289	4.166	3.0156	3.4018	3.7806	3.7521	3.7392	3.8114	3.3953	4.2502	3.8858	3.8204	3.9602	3.3709	3.999	3.1162	4.073	4.8118	3.6881	3.9607	3.6267	4.0236	3.8807	3.6033	3.8595	3.4649	3.77	4.1082	4.0851	3.8678	4.0206	3.7969	3.6267	4.0653	3.921	3.9608	4.4119	3.8404	4.1313	4.104	4.7571	3.2865	3.5923	4.4184	4.2306	4.3448	3.8588	4.0255	3.4394	4.3921	4.4428	3.9739	4.2001	3.7448	4.3831	4.3663	3.7693	3.7039	3.8397	3.6465	3.8161	3.9845	4.1679	3.8175	3.2285	3.7996	3.7264	4.2581	4.3669	3.8978	3.4648	4.5038	3.9469	3.5035	3.9511	3.9018	3.7475	4.6587	3.62	3.5456	4.3151	4.0091	3.9781	2.8448	4.1747	4.5869	3.8091	3.9674	4.1386	3.8258	3.9776	4.2596	4.2468	3.5098	3.8203	3.8568	3.741	3.4177	4.1733	3.85	3.8026	3.7535	3.7348	3.8589	3.8942
"MIR4435-1HG///RP11-181E10.3"	1.9334	1.8477	2.0068	1.7904	1.7886	1.8878	1.9774	1.565	1.9112	2.1875	1.6444	1.8629	2.1402	2.0238	1.6028	1.8471	1.5186	1.5898	1.6539	1.6602	1.9311	1.7735	2.4044	1.9156	2.4851	1.8359	1.6877	1.6882	1.7376	1.7634	2.2919	1.8229	1.8535	2.2758	2.2373	2.1503	1.9088	1.5479	1.705	1.6708	1.7297	1.9497	1.9796	2.0223	1.5513	1.696	2.0367	1.8471	2.0743	2.2054	1.9796	2.1199	2.0655	1.7095	1.7174	2.0601	1.7824	1.8014	1.6945	1.879	1.9661	2.1241	1.8248	1.8692	1.8025	1.9426	1.9201	2.2435	1.7956	1.8502	2.3273	1.8624	1.866	2.1215	1.8168	2.6484	1.9329	1.7668	1.7456	1.7575	1.8396	1.7422	1.6611	1.5723	1.7588	1.6363	1.7597	1.7482	1.6329	1.6857	1.769	1.8187	1.7762	1.9506	1.67	1.6558	1.6346	1.6711	1.7374	1.6352	1.7811	2.0182	1.6469	1.7733	1.6827	1.6874	1.7552
"MIR4458///MIR4458HG"	2.6223	2.46	2.754	2.349	2.1619	2.2119	2.3616	2.1559	2.352	2.8827	2.2499	2.6548	2.7213	2.5269	2.4829	2.3947	2.3277	2.5523	2.5523	2.5665	2.1488	2.6012	2.1516	2.6379	2.6426	2.4209	2.4712	2.8136	2.5252	2.7484	2.4273	2.7241	3.0241	2.6897	2.5214	2.4983	2.3262	2.8359	2.5651	2.6701	2.3294	2.6762	2.7549	2.2644	2.5175	2.752	2.5698	2.5754	2.6849	2.3156	2.5554	3.0667	2.8945	2.6265	2.6126	2.5841	2.8701	2.429	2.7559	2.3095	2.3057	2.5991	2.4531	2.5106	2.6651	2.5838	2.3135	2.4996	2.3677	2.566	2.4285	2.9478	2.6692	2.3867	2.2009	2.6071	2.731	2.5903	2.5114	2.6813	2.4755	2.4263	2.4176	2.5709	2.5268	2.8019	2.5593	2.6164	2.6074	2.6317	2.8276	2.5997	2.5179	2.4946	2.5933	2.2811	2.295	2.5896	2.5066	2.3293	2.6306	2.2813	2.5076	2.4581	2.4922	2.4202	2.3973
"MIR4500HG"	2.8142	2.446	2.6456	2.3746	2.2968	2.6642	2.6172	2.4376	2.5823	2.8068	2.8062	2.9887	2.8578	2.7669	3.0722	2.4343	3.0143	2.6799	2.4824	2.7816	2.3723	2.3206	2.6368	2.4825	2.4202	2.6304	2.5918	2.6096	2.8256	2.7888	2.3466	2.3615	2.8509	2.4201	2.404	2.9383	2.8511	2.4286	2.6285	2.2162	2.4057	2.4946	2.9122	2.5518	2.6039	2.7631	2.639	2.4718	3.0179	2.4171	2.5167	3.1002	3.475	2.5508	3.0282	2.5738	2.994	2.8094	2.7138	2.3278	2.6223	2.4652	2.7772	2.5394	2.5281	2.2245	2.5373	2.4205	2.4908	2.5056	2.5022	2.4343	2.8978	2.5738	2.636	2.4991	2.8256	3.1667	2.4928	2.8956	2.4511	2.9108	2.4003	2.2892	2.2838	1.9574	2.4146	2.7708	3.1047	2.3445	2.6587	2.5519	2.7581	3.4191	2.791	2.3899	2.4471	2.2415	2.2475	2.3626	2.2669	2.8082	2.2321	2.5077	2.2991	2.5095	2.3866
"MIR4697///MIR4697HG"	3.8312	3.9328	3.7151	3.9147	3.4159	3.6468	3.537	3.7386	3.5272	3.6032	3.6631	3.4955	3.5605	3.5233	3.4714	3.4397	3.4522	3.3014	3.9126	4.2	3.1837	3.6392	3.4407	3.61	3.4779	3.7704	3.5609	3.6022	3.4832	3.4627	3.7259	3.2293	3.5998	3.2034	3.632	3.3792	3.8246	3.5732	3.8115	3.5265	3.3934	3.5176	3.6806	3.3222	3.5283	3.7071	3.4663	3.6044	3.5804	3.461	3.3179	3.7579	3.6008	3.8716	4.101	3.2935	3.8784	3.952	3.5594	3.4237	3.3912	3.3914	3.7257	3.3435	3.9035	3.5065	4.0402	3.697	3.9101	3.8307	3.782	3.9009	3.8231	3.8001	3.2825	3.9309	3.512	3.7253	3.6217	3.7037	3.4667	3.5877	3.8565	3.8169	3.6793	3.9807	3.5742	3.5854	3.5896	3.7671	3.6618	3.6437	3.7037	3.754	3.846	3.9154	3.6989	3.9307	3.902	3.9099	3.8301	4.0494	4.0614	3.7667	3.8608	4.0847	3.9629
"MIR600///MIR600HG"	5.193	5.0656	5.0891	5.261	5.3019	5.3467	4.7925	4.8403	4.8211	4.8379	4.6178	4.7373	4.5234	4.6431	4.6462	4.7341	4.9677	4.7874	4.8911	5.0363	4.864	5.0304	4.8831	4.8243	4.607	4.8367	4.8363	5.0351	4.6754	4.4532	4.6152	4.1505	4.8269	4.5335	4.3465	4.3972	4.8453	4.7619	4.8195	4.5166	4.7465	4.8303	5.0329	4.5995	4.6882	4.6844	4.6692	4.477	4.6849	4.5256	4.6532	4.9164	4.9416	4.7402	4.6913	4.5686	4.8128	4.778	4.8577	4.6777	4.8051	4.7031	4.9404	5.0018	4.9132	4.7974	4.6049	4.662	4.6654	5.0587	5.0512	4.5785	4.7937	4.7242	5.1332	4.4588	4.8365	5.042	4.9575	5.0786	4.6768	4.5123	5.2491	4.8731	5.1144	5.0731	5.0571	4.9411	5.2748	4.7522	5.227	4.6534	4.9405	5.0046	4.845	4.8807	4.9531	5.2023	5.3161	5.1488	4.8651	5.2608	5.2299	4.9472	5.2259	5.3196	5.2523
"MIR612///NEAT1"	6.5316	8.2858	6.8291	8.4253	8.6524	8.3236	8.0772	8.3026	8.7695	7.5717	7.5434	6.9859	8.2166	8.0607	8.8709	7.4415	8.8354	9.2748	8.675	9.5393	9.3076	8.5072	9.3446	9.8314	8.8524	8.5028	8.8447	8.9588	8.0445	7.7519	8.03	8.6067	7.2094	8.5802	9.2091	8.0176	8.2173	8.7918	8.6556	7.4398	8.3395	9.665	7.1549	8.1194	8.5998	8.4542	9.0465	9.0079	8.4664	8.9224	9.0373	7.8131	9.0826	8.1313	8.4138	8.9024	8.2943	8.7964	9.9401	8.3128	7.8825	8.5897	8.6338	9.2162	8.3824	7.045	8.7967	8.7366	7.6764	7.3086	6.3776	7.6743	7.3181	9.4044	7.6129	6.946	7.4542	8.3474	8.6055	7.4162	7.415	8.0082	5.931	8.3558	8.5833	8.5126	7.7755	9.7478	9.3744	9.1516	8.259	8.5716	9.5584	9.6239	9.0415	7.7353	6.8551	7.6802	8.0045	8.4384	7.8943	8.5332	8.2583	7.3768	6.86	8.1178	7.3636
"MIR6516///SCARNA16///SNHG20"	3.9306	3.7459	3.9304	3.2872	3.3095	3.3547	3.4619	4.6774	3.9314	3.7459	4.0865	4.4757	3.7776	3.3189	3.7521	3.3645	3.5052	4.1066	3.3033	3.4588	3.1652	3.6397	3.8288	3.2562	3.9542	3.7405	4.1936	3.9663	3.6725	3.7343	4.0109	3.905	3.5346	4.3171	3.9118	4.4185	3.6262	3.8535	3.3635	3.8318	3.2638	3.3845	4.0993	4.3123	4.4951	4.008	3.3904	3.9868	3.3724	3.3677	3.5805	3.9518	3.9462	3.6151	3.6255	4.2387	3.537	3.0808	3.3611	3.5554	4.0618	4.7283	3.3506	3.7868	3.4588	4.1038	4.5063	3.424	4.3583	4.4829	4.776	3.7459	3.5297	4.0659	3.8062	3.561	3.5219	2.9727	3.9879	5.3231	4.4102	3.9441	3.6797	3.8357	4.0355	4.6496	3.9718	4.0073	3.9108	4.018	4.0243	4.443	3.8871	3.6666	3.9794	3.7857	4.462	3.9779	4.1928	3.9651	3.6102	3.821	4.0811	3.8029	4.2954	3.8565	3.7982
"MIR663AHG"	1.8368	1.9295	2.3326	1.943	1.79	1.8478	1.9328	1.6506	1.9012	2.1253	1.896	1.7008	2.1275	1.5977	2.1258	1.8421	2.0512	2.0109	1.9996	2.128	2.2896	1.9872	1.8664	1.9652	1.8983	2.1598	1.9755	2.243	1.934	1.9833	2.5019	2.187	1.8914	1.9763	1.758	1.7686	1.793	1.9108	1.7976	1.9571	2.007	1.81	2.0847	1.795	2.0993	1.9596	1.9295	1.9295	1.7462	2.305	1.6776	2.4273	2.0486	1.8428	1.8447	2.0164	1.9611	1.7977	2.3669	1.847	1.7075	1.7996	1.8829	1.9235	1.8459	1.8867	2.1201	2.0574	1.6717	1.8325	2.5682	2.0421	1.9509	2.132	1.9631	1.8717	1.9068	1.9254	2.1161	2.1455	1.8211	2.13	1.8951	1.9497	1.8853	1.8685	1.8385	2.0842	1.8883	2.0184	2.2246	1.8219	1.8187	2.0154	1.9167	1.8587	1.9025	1.9094	1.7444	1.9312	1.7542	1.796	1.7882	1.9642	1.8603	1.7058	1.6078
"MIR670HG"	4.5439	4.5896	4.3254	4.1242	3.7518	3.9298	4.0961	4.154	3.9819	4.6793	4.4056	4.6331	4.4695	4.3191	4.4285	4.3969	4.2648	4.1475	4.396	4.7142	4.2492	4.2401	4.1367	4.4432	4.2326	4.3862	4.5741	4.7994	4.6822	4.513	4.4656	4.1981	4.6981	4.4753	4.1167	4.3985	4.7064	4.2991	4.6521	4.3082	4.561	4.5529	4.6174	4.2276	4.7592	5.1077	4.6019	4.428	4.8346	4.6932	4.8169	5.226	4.6243	4.5626	4.7352	4.1546	4.548	4.4993	4.6902	4.5019	4.2579	4.399	4.5989	5.0564	4.5465	4.1038	4.2918	4.3071	4.2961	4.3591	4.5693	4.7044	4.265	4.6728	4.2893	4.5708	4.8733	4.421	4.5275	5.0582	4.3885	4.1532	4.0567	4.3313	4.1172	3.7665	4.3955	4.5315	4.3708	4.4416	4.2227	4.4418	4.6938	4.8682	4.9603	4.2006	3.9296	4.2948	4.5136	4.6062	4.6593	4.2616	4.3922	4.1172	4.1235	4.3071	4.4172
"MIR7-3HG"	2.9311	3.1176	3.1599	2.7726	3.0511	2.7484	2.7656	2.8501	2.7874	3.0337	3.1302	2.9619	2.9227	2.6932	2.7676	2.4938	2.935	2.9352	2.9903	2.931	2.7181	2.8771	2.7872	2.9287	2.9522	2.7665	2.7843	2.7676	2.8467	2.8398	2.924	2.8553	2.8434	2.783	2.5696	2.6336	2.8491	3.1439	2.6862	2.8047	2.6494	2.8018	2.9666	2.685	2.6378	2.6272	2.8775	2.7866	2.5812	2.4801	2.7106	3.089	2.8624	2.7427	3.0197	2.6532	2.7637	2.9489	2.8096	2.6436	2.8586	2.7934	2.9028	2.9042	2.833	2.867	2.6513	2.8805	2.588	2.8645	2.7299	2.8587	2.8348	2.4667	2.6823	3.1091	2.8325	2.8732	2.8459	2.9816	2.8458	2.7001	2.7529	2.8905	2.5732	2.2736	2.6927	2.9143	2.6889	2.8479	2.7226	2.4043	2.7871	2.9377	2.9769	2.8749	2.9342	2.9458	2.7866	2.9151	3.1721	3.5481	2.7907	2.819	2.6258	2.8705	3.2368
"MIR7515///MIR7515HG"	3.9152	3.4	3.6806	3.5538	3.4623	3.1569	3.4287	2.9387	3.3665	3.6501	3.0418	3.8065	3.2246	3.6192	3.5039	3.5862	3.0775	3.1361	3.7275	3.7527	3.3509	3.9008	3.6322	3.5816	3.5395	3.4489	3.6552	3.3314	3.6775	3.4577	3.2268	3.4322	3.9723	3.3567	3.518	3.3352	3.4895	3.7332	4.2215	3.7231	3.8519	3.5068	3.4713	3.3876	3.585	3.9798	3.5797	3.7001	3.635	3.8704	2.9517	4.0174	3.3224	3.8736	3.5567	3.6042	4.2468	3.8838	4.2191	3.3407	3.8055	3.4904	4.2103	3.7062	3.7875	3.5008	3.4784	3.3116	3.5042	3.7126	3.256	3.9625	2.9856	3.4914	3.7391	3.667	3.609	3.8497	3.7268	3.7248	3.7909	3.3028	3.8157	3.5388	3.4222	3.2015	3.4374	3.6283	3.3746	3.5816	3.8343	3.9179	3.9552	3.9335	4.4847	3.6125	3.5138	3.699	3.4543	2.9943	3.7243	3.5911	3.7842	3.5763	3.4526	4.0906	3.5048
"MIRLET7BHG"	4.7208	4.5942	4.3949	4.4111	4.4178	4.6758	4.1116	4.3522	4.1912	4.4471	4.2702	4.3145	4.1207	4.5526	4.6502	4.7558	4.1868	4.9765	4.2018	4.8231	4.5625	4.6368	4.5293	4.5258	4.4661	3.9537	4.534	4.2564	4.2262	4.3437	4.806	4.5243	4.2444	4.5997	4.3684	4.0916	4.5145	4.3966	4.7418	4.2873	4.5805	4.6205	4.3344	4.1089	4.2	4.5065	3.8279	4.3097	5.1078	4.7279	4.7476	4.2855	4.2948	4.6846	4.3061	4.7149	4.2307	4.7231	4.5066	4.1904	4.5243	4.614	4.6714	4.5235	4.6029	3.9741	4.8766	4.541	4.5243	4.2618	4.1678	3.8856	4.3908	4.463	4.6626	5.0398	4.634	5.0428	4.6119	4.7366	4.3609	4.3285	4.497	4.4254	4.344	4.3723	4.3696	4.353	4.567	4.6094	4.4034	4.5215	4.5002	4.6155	4.7788	4.7024	4.3637	4.5243	4.6474	4.864	4.503	4.5177	4.2438	4.53	4.7419	4.8431	5.103
"MIRLET7DHG"	3.4427	3.5999	3.6922	2.9967	3.0517	3.0703	3.2027	3.3656	3.2507	3.4557	3.2154	3.2864	3.2645	3.2233	3.43	3.5483	3.7413	3.4094	3.4829	3.4608	3.0391	3.2523	3.3846	3.3113	3.6423	3.4817	3.4398	3.387	3.2265	3.2348	3.2569	3.3774	3.2897	3.3641	3.464	3.2803	3.5729	3.6709	3.5111	3.1488	3.4949	3.3251	3.6034	3.1268	3.4056	3.679	3.2045	3.1657	3.328	3.2974	3.6105	3.6841	3.9689	3.6686	3.9688	3.565	4.0165	3.3363	3.3859	3.2888	3.1904	2.9708	3.475	3.3127	3.4926	3.3435	3.2543	3.2397	3.0629	3.5137	3.5985	3.512	2.9549	3.3946	3.3932	3.4085	3.4604	3.655	3.4873	3.656	3.3341	3.0433	3.4472	3.305	3.557	3.1481	3.3606	3.5734	3.4633	3.2302	3.3297	3.2645	3.3703	4.0657	3.433	3.4149	3.0018	3.0897	3.2644	3.0545	3.3762	3.1286	3.4023	3.2567	2.9275	3.3664	3.0995
"MKNK1-AS1"	4.536	4.4462	4.4419	4.1398	4.3265	3.9535	4.6883	4.387	4.2693	4.6755	4.4273	4.5687	4.6807	4.625	4.675	4.5164	4.3215	4.7113	4.7851	4.6999	4.3913	4.3054	4.544	4.3537	4.4348	4.4854	4.6287	4.5958	4.6149	4.7385	4.1163	4.6067	3.9538	4.2385	4.2363	4.3021	4.4283	5.3357	4.7655	4.5266	4.4872	4.2506	4.5497	4.3471	4.5917	4.7453	4.7005	4.5089	4.2664	4.3643	4.6758	4.9947	4.9923	4.9382	5.0427	4.5741	5.1282	4.8673	4.6098	4.1302	4.4288	4.327	4.7798	4.7757	4.7577	4.9283	4.2171	4.6983	4.3364	4.8153	5.0088	5.0237	4.7803	4.9513	4.184	3.6968	4.9937	4.9474	4.6028	4.8637	4.2072	4.5449	4.6517	4.2481	4.1977	4.0585	4.5226	4.5048	4.0904	4.4014	4.9464	4.789	4.8311	5.0572	4.8356	4.3754	3.9747	4.3899	4.1862	4.2912	3.9841	4.4604	3.8156	4.1739	4.2073	4.5308	4.161
"MLK7-AS1"	2.9118	2.9767	2.8027	2.427	2.6626	3.0426	3.2673	2.5724	3.286	2.5275	2.8895	2.5879	2.7689	2.89	3.1831	2.8783	3.3463	2.5474	2.8867	3.2605	2.6985	3.2109	2.7658	3.1068	3.5693	3.0996	2.981	2.6778	2.6864	2.6598	2.96	3.8267	3.021	2.5207	2.7808	2.504	2.4531	2.6373	2.7009	2.7017	3.1039	2.5514	2.7056	2.7069	2.9669	2.9143	2.9343	2.8962	3.2221	2.8475	2.5442	3.1951	2.7973	3.0316	2.8062	2.7653	3.1639	2.7352	2.7119	3.047	2.6223	2.7073	2.2804	2.9298	2.7386	3.1876	2.522	3.3376	3.181	2.9159	2.5503	2.7151	3.3208	3.3255	4.0435	3.5142	2.5291	2.7204	2.789	2.8181	2.8393	2.8721	2.4857	2.646	2.5443	2.5183	2.4601	2.478	2.8	2.5752	3.3381	2.8837	2.7787	2.6048	2.9842	2.8312	2.4959	2.4832	2.5029	2.3059	2.3774	2.3037	2.6104	2.7831	2.2563	2.8174	2.5131
"MLLT4-AS1"	2.503	2.2854	2.9434	2.303	1.8582	2.1712	2.1496	2.0709	2.5842	2.023	2.4152	2.5314	2.1963	2.7047	2.1671	2.0953	2.4919	2.1855	2.3626	2.4587	2.4189	2.4215	1.9766	2.4818	1.8433	2.4571	2.2523	2.0714	2.0931	2.1707	2.1807	2.0789	2.2868	2.3394	2.2483	2.0234	2.0916	2.0927	2.3403	2.2628	2.3613	2.2016	2.2452	1.9837	2.3334	2.0934	2.4262	2.3574	2.3483	2.0197	2.3205	2.5191	3.4334	2.5225	2.9801	2.1183	2.7112	2.4264	2.0442	2.2244	1.986	2.21	2.2426	2.2383	2.213	2.2187	2.1018	2.2768	2.0676	2.2533	2.3756	2.733	2.205	1.9637	2.1422	2.2446	2.4432	2.9525	2.4888	2.3024	2.1174	1.9228	2.1483	2.1095	2.2709	1.9045	1.9796	2.355	2.1919	2.2192	2.197	2.5185	2.2892	2.6686	2.0602	1.9152	1.9782	2.2809	2.5524	2.0498	2.2081	2.1032	2.0514	2.0399	2.2006	2.0799	2.0079
"MMP24-AS1"	6.9153	6.8093	6.9163	6.4946	6.7011	6.4442	6.8228	6.4399	6.3989	6.8371	6.7228	6.5724	6.573	6.6016	6.6501	6.8844	6.7327	6.6915	6.7646	6.8195	6.4307	6.6861	6.3021	6.4727	6.6418	6.7351	6.7217	6.8188	6.8599	6.7412	6.733	6.6287	6.9725	6.3985	6.4245	6.4662	6.394	6.835	6.6393	6.5681	6.9026	6.882	6.7291	6.5368	6.7165	6.3893	6.6397	6.6144	7.0846	6.6785	6.0964	7.1487	6.6212	6.7841	6.3535	6.1182	6.2512	6.5239	6.7478	6.6233	6.2578	6.2598	6.3637	6.4514	6.611	6.5904	6.744	6.7667	6.6962	6.8182	7.3132	7.3633	7.2354	6.7424	6.8219	6.8116	6.7696	6.5542	6.7092	7.1384	6.7848	7.19	6.4633	6.5018	6.5581	6.2299	6.6493	6.5744	6.7027	6.8822	6.6916	6.7293	6.5862	6.9553	6.7364	6.6148	6.7858	6.5895	6.6006	6.6233	6.6586	6.7444	6.635	6.2782	6.8039	6.4131	6.9143
"MNX1-AS1"	2.4111	2.6004	2.611	2.3686	2	1.9264	2.351	2.2576	2.0969	2.3335	2.3553	2.5182	2.3719	2.4702	2.2647	2.6387	2.6116	2.2232	2.3731	3.0864	2.4507	2.2774	2.0636	2.4914	2.3052	2.6304	2.3045	2.5553	2.2986	2.17	2.2394	2.4924	2.5355	2.1353	2.157	2.5071	2.3606	2.5553	2.5155	2.5316	2.4608	2.4094	2.4836	2.0495	2.2723	2.5567	2.3841	2.2385	2.351	2.2215	2.2778	2.8786	2.5648	2.5778	2.5063	2.3312	2.5933	2.4859	2.4668	2.2349	2.2559	1.9987	2.342	2.2748	2.9268	2.1658	2.5848	2.3255	2.5464	2.698	2.4775	2.3983	2.4259	2.2372	2.514	1.9951	2.7391	2.4018	2.4259	2.7921	2.2889	1.9917	2.5569	2.4562	2.1834	1.976	2.4095	2.1055	2.1829	2.3859	2.5325	2.4127	2.5277	2.373	2.4051	2.1633	2.0697	2.4952	2.1017	2.4909	2.4586	2.5613	2.4715	2.1463	2.1653	2.4344	2.4374
"MORC2-AS1"	6.042	6.4748	6.0406	6.1765	6.6507	6.3352	6.2456	5.9884	6.3906	6.3398	5.6763	6.2236	6.1703	5.5913	5.9439	5.646	5.9923	6.36	6.4301	6.1437	6.375	6.1438	6.2865	6.0627	5.837	6.0554	6.3839	6.2605	6.0268	6.1805	5.9498	5.6943	5.8083	6.2983	6.2336	5.8435	6.2191	6.0753	6.2506	6.0148	6.0311	6.1862	5.9845	6.1656	6.2359	6.0332	5.958	6.0917	6.1135	6.0503	6.3095	5.9972	6.6138	6.1477	6.5234	6.1169	6.1424	5.9689	6.1453	5.7904	6.1424	6.0741	5.9789	6.1384	6.4456	6.0254	6.0403	6.324	6.093	6.4052	6.2145	6.2474	6.0438	6.0105	6.1113	6.0711	5.9378	6.1249	5.9371	5.9785	6.2652	6.0213	6.3556	6.9134	6.9388	6.7622	6.7821	6.697	6.3824	6.4412	6.2986	6.884	6.647	6.7796	6.6357	6.3334	6.5664	6.2196	6.615	6.4592	6.434	6.5029	6.7056	6.9157	6.429	6.9725	6.4546
"MORF4L2-AS1"	3.3798	3.1088	3.1945	3.0983	2.9493	3.3914	3.2903	3.0472	3.1625	3.4216	3.2635	3.389	3.3353	2.9404	3.3143	3.1359	3.1393	3.4302	3.3928	3.2891	3.401	3.2323	3.1866	3.6486	3.4245	3.24	3.2646	3.5423	3.4974	3.2676	3.2172	2.9274	3.6557	3.128	3.3185	3.4435	3.2074	3.3122	3.2061	3.3526	3.2	3.0015	3.3713	3.2686	3.5454	3.187	3.0127	3.3238	3.3165	3.1834	3.1902	3.5334	3.1669	3.3973	3.459	3.4654	3.7118	3.4156	3.3491	3.1828	3.1499	3.1348	3.2915	3.4067	3.4873	2.9703	3.3195	3.5867	3.3798	3.7279	3.1267	3.253	3.0994	3.2665	3.5718	3.0627	3.5454	3.4429	3.4194	3.5451	3.2962	3.137	3.6524	3.7262	3.4704	3.8002	3.5296	3.514	3.6704	3.3843	3.4765	3.4369	3.7023	3.5697	3.3962	3.173	3.1979	3.2188	3.2309	3.3077	3.2655	3.2078	3.4692	3.278	3.2794	3.313	3.4257
"MPRIP-AS1///MPRIP-AS1"	2.922	3.1497	3.3773	3.0209	3.2043	3.022	3.3627	3.249	3.3856	3.2121	3.0192	3.1053	3.4798	3.4851	3.5711	2.8969	3.3247	3.7398	3.256	3.6409	3.1182	3.7224	3.3388	3.3312	3.226	3.1757	3.3386	3.2761	2.8891	3.0903	3.358	3.1337	4.4647	3.011	2.9494	2.7926	3.1776	3.4727	3.5495	3.2398	3.3897	3.1517	3.2305	3.181	2.982	2.9166	3.1813	3.3122	3.2657	3.0259	2.8597	3.1973	3.352	3.0391	3.2725	3.2058	3.5925	3.4801	3.7029	2.7048	3.0213	3.6962	3.2617	3.2104	3.1316	3.2266	3.566	3.1882	3.395	3.2675	2.869	3.2666	3.3308	3.1438	3.2144	2.8868	3.2345	3.2603	3.4061	3.0612	2.9667	2.8639	2.958	3.1212	3.0159	2.9249	3.29	3.3099	3.6041	3.2844	3.2681	3.1364	3.3648	4.0486	3.5478	3.1822	3.1987	3.3312	3.3996	3.463	3.2378	3.1901	3.3093	3.4002	3.1726	3.584	3.5228
"MRGPRG-AS1"	5.6888	5.398	5.4825	5.1128	5.186	4.5074	5.6251	5.2711	5.2404	5.7908	4.9632	5.3593	5.31	5.6751	5.3552	5.1852	5.6586	5.3272	5.9079	6.0502	5.4206	5.3757	5.3199	5.6538	5.1937	5.771	5.5165	5.7032	5.2987	5.0887	5.3128	5.3355	5.7805	5.064	5.4406	5.0743	5.6947	6.002	5.9182	5.3805	5.5336	5.3292	5.6922	5.5041	5.4996	5.5922	5.3885	5.1978	5.3578	5.4966	5.3264	5.9373	5.7632	5.7842	5.9413	5.1662	5.8729	5.8156	5.4988	5.4644	5.1753	4.4082	5.5407	5.3541	5.5292	5.4166	5.2753	5.8954	5.689	6.1344	5.5956	5.4419	5.0382	6.0277	5.682	5.833	5.6168	5.6613	5.5644	5.8795	5.3907	5.0282	6.0524	5.5172	5.2943	4.8236	5.7132	5.7183	5.4483	5.4668	5.7961	5.1314	5.4698	5.5074	5.7092	5.3457	4.9944	5.355	5.4551	5.3669	5.3122	5.3603	5.4717	5.1032	5.1297	5.5413	5.3822
