"GSM648590"	"GSM648591"	"GSM648592"	"GSM648593"	"GSM648594"	"GSM648595"	"GSM648596"	"GSM648597"	"GSM648598"	"GSM648599"	"GSM648600"	"GSM648601"	"GSM648602"	"GSM648603"	"GSM648604"	"GSM648605"	"GSM648606"	"GSM648607"	"GSM648608"	"GSM648609"	"GSM648610"	"GSM648611"	"GSM648612"	"GSM648613"	"GSM648614"	"GSM648615"	"GSM648616"	"GSM648617"	"GSM648618"	"GSM648619"	"GSM648620"	"GSM648621"	"GSM648622"	"GSM648623"	"GSM648624"	"GSM648625"	"GSM648626"	"GSM648627"	"GSM648628"	"GSM648629"	"GSM648630"	"GSM648631"	"GSM648632"	"GSM648633"	"GSM648634"	"GSM648635"	"GSM648636"	"GSM648637"	"GSM648638"	"GSM648639"	"GSM648640"	"GSM648641"	"GSM648642"	"GSM648643"	"GSM648644"	"GSM648645"	"GSM648646"	"GSM648647"	"GSM648648"	"GSM648649"	"GSM648650"	"GSM648651"	"GSM648652"	"GSM648653"	"GSM648654"	"GSM648655"	"GSM648656"	"GSM648657"	"GSM648658"	"GSM648659"	"GSM648660"	"GSM648661"	"GSM648662"	"GSM648663"	"GSM648664"	"GSM648665"	"GSM648666"	"GSM648667"	"GSM648668"	"GSM648669"	"GSM648670"	"GSM648671"	"GSM648672"	"GSM648673"	"GSM648674"	"GSM648675"	"GSM648676"	"GSM648677"	"GSM648678"	"GSM648679"	"GSM648680"	"GSM648681"	"GSM648682"	"GSM648683"	"GSM648684"	"GSM648685"	"GSM648686"	"GSM648687"	"GSM648688"	"GSM648689"	"GSM648690"	"GSM648691"	"GSM648692"	"GSM648693"	"GSM648694"	"GSM648695"	"GSM648696"	"GSM648697"	"GSM648698"	"GSM648699"	"GSM648700"	"GSM648701"	"GSM648702"	"GSM648703"	"GSM648704"	"GSM648705"	"GSM648706"	"GSM648707"	"GSM648708"	"GSM648709"	"GSM648710"	"GSM648711"	"GSM648712"	"GSM648713"	"GSM648714"	"GSM648715"	"GSM648716"	"GSM648717"	"GSM648718"	"GSM648719"
"RP5-1085F17.3"	6.4161	6.0143	6.5214	6.9758	6.7026	6.1041	6.4784	6.7218	6.9991	6.1958	6.2688	6.477	6.2767	6.8128	7.1474	6.2512	6.4516	6.8594	6.3796	6.8197	6.3202	6.3033	6.7596	6.4618	6.5951	6.8958	6.5139	6.5566	6.1941	6.6546	6.6602	6.1235	7.2804	6.8913	6.8502	6.2784	6.6464	6.1801	5.9973	6.8999	6.6656	6.7103	6.5164	6.786	6.2275	6.2378	6.1875	6.5632	6.1181	6.6547	6.5002	6.5172	6.2982	5.8356	6.6365	6.4561	6.0573	6.1144	6.3321	6.5632	6.0256	6.7222	6.7191	6.4697	6.7284	6.3241	6.2049	6.6011	6.8188	6.2368	6.6866	6.5071	6.5884	6.6958	6.8487	6.5111	6.6531	5.9423	6.4072	6.7393	5.7961	6.5942	6.3177	6.2996	6.5728	6.1269	6.4926	6.3117	6.0285	6.3399	6.4094	6.4996	6.2172	6.4153	6.4124	6.5934	6.1639	6.471	6.8461	6.2488	6.3247	6.3411	6.6334	6.3405	6.2683	6.4343	6.114	6.7767	6.4973	6.5201	6.4409	6.6428	5.7661	6.4329	5.991	6.5194	5.9626	6.7145	6.7028	6.5619	6.7274	6.7394	6.2638	6.8469	6.2721	6.3676	6.4196	6.3072	6.9821	7.0189
"RP5-1092A3.4"	3.6611	5.5206	3.2324	3.4814	3.3217	3.2471	3.4436	4.0855	3.6794	4.0008	3.5305	3.995	4.5964	4.3556	3.5607	3.1891	4.2218	4.6267	4.2648	3.9523	4.3818	4.6005	4.5869	3.3908	3.5994	2.9346	3.6911	3.5257	5.3656	4.3529	3.5768	4.3697	3.8828	5.5687	4.6939	3.3766	4.2289	3.7694	4.7509	4.4297	4.997	5.3486	4.4683	2.9087	3.5252	3.3518	3.3442	3.6248	4.9879	4.4563	5.1417	4.039	3.2564	3.0753	3.6184	2.7758	3.9476	4.0291	3.1606	3.2578	2.7326	4.1963	3.2527	3.7174	4.8834	3.6647	3.0094	3.5591	3.5918	5.2944	3.9561	4.2903	3.2633	3.74	4.2822	3.9776	4.7673	2.6369	3.4751	5.4535	3.8499	4.4466	3.2667	4.0346	4.1854	4.096	4.4855	3.6768	4.0301	3.8833	3.3635	3.6958	3.2784	3.8168	3.421	3.5358	4.5788	4.4093	5.7594	4.3758	4.8048	6.6115	5.1023	4.334	4.7962	3.6922	3.2471	5.1698	3.6149	5.1869	4.233	4.1384	3.0857	3.6991	2.9794	3.4316	3.1927	5.0087	4.1137	3.4166	4.0965	4.7171	4.7754	4.04	3.9242	2.8274	5.0623	4.1413	2.9698	3.7126
"RP5-1098D14.1"	5.3258	4.9973	5.1761	4.6343	4.4779	5.4709	5.7209	4.5945	4.6657	5.1066	4.8284	4.7497	4.8805	4.6514	4.7926	5.3207	4.7944	4.8977	4.9968	5.0121	4.8586	4.9276	4.8446	5.0696	5.2828	5.4817	4.9722	5.1061	4.7209	4.9396	5.1801	4.9514	4.5369	4.8905	4.8233	5.0715	4.8341	4.2544	4.7658	4.7934	5.2727	5.1396	4.9138	4.9962	4.8297	4.8053	4.8246	5.1533	5.3609	5.2929	5.0093	4.8168	5.5139	5.3558	4.5951	5.0772	5.2327	5.5474	4.9559	4.7551	4.9231	4.6179	4.5951	4.635	4.8655	5.0205	5.2757	4.6401	4.61	4.9188	5.0501	5.1232	5.4997	6.406	5.1937	5.128	4.5395	4.8859	5.1273	5.04	4.6305	4.7737	5.1523	5.6183	5.0654	4.699	5.1836	5.0177	5.203	4.8069	4.6176	4.9968	5.4127	5.202	5.1452	4.9311	5.4026	5.2171	5.0929	5.3278	5.0044	5.0561	5.689	5.3324	4.9494	4.8248	5.32	4.8438	4.9861	5.117	4.7454	5.2078	5.009	5.4571	5.5793	4.9758	5.3325	4.4757	4.9321	5.368	4.8932	4.5428	4.8137	4.9213	5.4473	5.5762	4.482	4.9493	4.589	5.2062
"RP5-1102E8.3"	3.3048	3.235	3.6275	3.5981	3.5053	3.0321	3.2055	3.5483	4.4621	3.52	3.4039	3.4797	3.5659	4.7312	3.6551	3.264	3.4801	3.9077	3.5803	3.926	3.3798	3.3212	3.3905	3.5492	3.3942	3.4137	3.611	3.1835	2.9996	3.9051	3.3902	3.2598	4.9989	3.3232	4.3426	3.1801	3.6156	3.2654	3.1521	5.4115	3.1731	3.1567	3.2593	3.304	3.5894	3.6381	3.1123	3.1558	2.9434	3.2495	3.5709	3.2717	3.1255	3.5902	3.3715	3.25	3.3383	3.6022	3.5595	3.5577	3.3116	3.4532	3.3969	2.9633	3.7719	3.3177	3.0143	3.4712	3.5132	2.8813	3.5923	3.7894	3.6557	3.3064	4.3945	3.665	3.3997	3.7549	3.1918	3.0032	3.0608	3.3021	3.0571	3.253	3.0234	3.3386	3.1878	3.3864	3.2684	3.1941	3.9253	3.166	3.2507	3.6277	3.6366	4.2741	3.3205	3.1412	3.3701	2.8806	3.2429	3.0358	3.304	3.1331	3.4106	3.3014	3.3473	3.6977	3.2301	2.9684	3.1707	3.2145	3.5563	3.0961	3.4497	3.2388	3.1954	3.6282	3.2632	3.7654	4.6188	3.5791	3.4437	3.7495	3.2613	3.0657	2.9935	3.1265	3.3644	3.6488
"RP5-1103G7.10"	3.564	3.4583	3.1118	3.2992	3.4792	3.2338	3.3422	3.0987	3.5987	3.1102	3.1283	3.258	3.1564	3.008	2.9515	3.2754	3.2663	2.9537	3.3319	3.1431	3.2556	3.0319	2.9695	3.0767	3.1479	3.3109	3.2119	3.3259	3.2489	3.3273	3.1041	3.3397	3.156	3.2847	3.4019	2.9367	3.2273	2.9869	3.1117	3.2233	2.9573	3.261	3.1799	3.3589	3.1385	3.2012	3.1267	3.381	2.8957	2.9009	2.8486	3.1468	3.1514	3.6587	3.2702	3.529	3.6031	3.5015	3.2525	3.263	3.171	3.2911	3.24	3.1699	2.8416	3.2059	3.2953	3.2599	3.4111	3.3444	3.0467	3.0457	3.505	3.1019	3.1966	3.1899	2.8882	3.5992	3.4349	2.8805	3.1059	3.1883	3.1793	3.0452	3.2175	3.172	3.1703	3.2004	3.3711	3.4012	3.2284	2.9799	3.4402	3.0161	3.1874	3.013	2.9958	2.9073	3.0692	2.7313	3.4041	3.1527	3.0777	3.0792	2.9189	3.4914	3.2379	3.3106	3.1123	3.1919	3.4564	3.0948	3.1703	3.129	3.6015	2.9301	3.7174	2.9163	3.1731	3.1786	3.1919	2.9215	3.1885	3.165	3.3521	3.41	2.9519	3.196	3.2161	3.3527
"RP5-1136G13.2"	4.5761	6.2026	4.9371	4.8747	5.0101	5.0943	4.6649	4.7385	4.6656	4.7606	5.2517	4.8867	4.9619	5.0664	4.7732	5.4283	4.9209	5.5364	4.7549	4.9265	4.5156	6.1072	5.0045	5.1078	4.7589	4.9437	5.3243	5.017	6.5987	5.099	5.5082	6.4256	4.8564	4.7324	5.6344	5.0955	4.9626	6.0062	5.6899	4.6953	5.4794	5.8949	5.4003	4.9315	4.5442	5.1434	4.9688	5.5537	6.675	5.8268	5.2725	4.8543	4.8569	4.8758	5.9474	5.488	5.7738	4.775	4.9266	4.5539	4.3862	5.1511	4.7136	4.5436	4.847	5.8365	4.5829	4.8367	5.5133	4.9908	4.4209	5.0564	5.3454	4.8517	4.4424	5.6095	5.6515	4.502	5.4158	5.053	5.5587	4.8886	5.4105	5.2587	4.9834	5.849	5.1904	4.5293	5.1336	4.9857	4.2353	4.7779	5.2775	4.9865	4.9014	4.5333	5.533	5.5271	4.9801	5.3802	5.9371	5.5822	5.496	5.5565	5.2452	5.0077	4.6259	4.8434	4.773	5.1478	5.422	5.8321	4.7852	5.2036	4.3121	5.1976	5.3645	5.3056	5.0736	4.4426	4.3581	4.8317	5.0454	4.8634	4.6207	4.9919	5.3577	4.9976	4.6133	4.7361
"RP5-1154L15.2"	5.8808	5.8243	6.8318	5.3067	5.5596	7.2098	8.2869	5.3209	5.8825	7.2665	6.4969	6.5727	6.9249	6.181	5.5409	8.3192	8.2479	6.1	6.1827	7.0684	7.1657	7.9759	6.3823	5.8415	7.8508	8.4923	7.001	7.054	5.4004	6.6414	7.4888	7.0404	5.8927	5.8662	6.1736	7.1123	6.4829	5.3979	5.7576	6.6763	6.3664	6.1313	6.3399	6.1788	6.779	5.556	7.4643	7.214	7.2947	7.3845	6.9846	6.865	9.5995	8.7825	4.842	8.4465	8.9621	7.8316	6.1934	7.0565	6.4296	5.4324	5.8576	4.6405	6.7992	7.2487	5.2566	5.0644	4.9211	6.2111	5.7066	7.4289	6.9892	6.9939	7.1306	7.7809	5.5497	5.3839	6.2597	6.7459	7.9047	5.2862	7.1571	5.9772	5.6092	5.7716	6.6927	6.974	6.9146	5.2726	5.3146	7.1543	7.5159	5.6904	6.641	5.8228	6.367	6.465	5.9934	7.3053	7.172	5.6285	7.2861	7.2544	5.3016	5.1897	6.0396	5.3223	7.3792	6.1894	5.2257	5.8443	5.6814	6.6141	6.7223	5.7372	8.6099	5.5004	7.4075	6.372	6.391	5.2126	5.634	5.9027	8.4677	7.2838	4.9571	7.4571	6.8724	6.3532
"RP5-1180E21.5"	3.5293	4.231	3.8051	3.2416	4.3113	3.5602	3.0684	4.0565	3.5894	4.0296	3.6918	3.4698	3.8397	3.6992	3.5948	3.5002	3.7997	3.7316	3.7626	3.6937	3.782	3.789	3.4991	3.7801	3.7389	3.7223	3.9017	3.4912	3.4623	3.6011	3.5952	3.86	3.9568	3.9957	4.518	3.7653	3.7576	3.9711	3.905	4.0202	4.6515	4.1891	4.2499	3.6452	3.459	3.4872	3.9185	3.8771	4.6737	4.4294	4.1936	4.1153	3.3415	3.3796	3.5436	3.2412	3.606	3.7224	3.9354	3.8092	4.1548	3.7611	2.8446	3.6108	3.5792	3.4812	3.3074	4.0728	3.284	3.5991	4.4228	4.3036	3.4441	4.0816	4.3185	3.41	3.6432	3.5431	3.6458	4.296	3.8987	4.7724	4.3542	4.691	4.0351	3.3124	3.8346	3.7867	3.6818	4.3787	3.9458	4.315	3.7113	3.4844	3.8248	3.528	3.9635	4.1055	4.0083	3.9354	4.3677	6.048	3.9988	4.2716	4.1167	3.8841	3.4427	3.5466	3.4687	4.0961	3.6311	3.81	3.496	3.7366	3.5026	3.4859	3.4779	3.9881	3.6638	3.4875	3.9449	3.9469	3.8007	3.8982	3.3299	3.4922	3.5993	3.3449	3.7725	3.698
"RP5-1184F4.5"	6.6571	5.7983	5.8056	6.4636	5.5995	5.8947	6.4227	5.6347	5.9409	5.6728	5.7807	5.2974	5.3309	5.4557	5.4312	5.937	5.4861	5.4415	5.4701	5.4123	5.5982	5.5793	5.6561	5.8246	6.0512	5.7608	6.0407	5.5893	5.2457	5.3501	5.5786	5.1715	5.6878	5.5743	5.4153	5.4278	5.576	5.3792	5.4689	5.4475	5.4185	5.1553	5.2574	6.1482	5.8172	5.8341	5.8922	6.1193	6.425	5.4833	5.6567	5.6334	6.1823	6.5953	5.7721	6.1813	5.6898	6.6709	5.6529	5.443	5.9494	5.4673	5.7893	5.5539	5.919	5.9369	6.3267	5.6151	5.7283	6.1994	5.574	5.6812	5.8082	6.2896	5.6848	5.7834	5.2829	5.8073	6.2084	5.721	5.4969	5.7357	5.8001	5.7305	6.1631	5.7544	6.1471	6.4113	6.0385	5.4945	5.8238	5.6964	5.7294	5.5368	5.6062	5.829	5.6964	5.4955	6.1377	5.4528	5.6481	5.2768	5.5914	5.5219	5.4763	5.8968	5.6721	5.3289	5.381	5.7884	5.9102	5.8336	5.9679	5.843	6.3593	5.7514	6.4168	5.8505	5.5213	5.7601	5.6995	5.5116	5.4892	5.4855	5.8753	6.3547	5.2702	5.4473	5.8507	5.7218
"RP5-855D21.1"	4.9122	4.4474	5.0511	5.0992	4.3081	4.8063	5.178	4.7057	4.7697	4.6407	5.2287	4.6879	4.5465	4.6255	4.7557	4.8804	4.6854	4.3772	4.5062	4.4873	4.9087	4.427	4.6631	4.8034	4.6849	5.0362	4.4658	4.9736	4.1303	4.5635	5.0729	4.674	4.6492	4.5985	4.7367	5.0423	4.8104	4.2808	4.3725	4.4021	4.7937	4.5798	4.6869	4.7827	5.1197	5.0751	4.5879	5.1257	4.4496	4.6971	4.6607	4.2547	4.7584	5.2292	4.4018	4.9923	5.0973	4.366	4.8283	4.6699	4.5686	4.3863	4.5566	4.4574	4.2697	4.4445	5.1442	4.3371	4.7691	4.5067	4.8386	4.1912	4.9387	4.2523	4.4885	4.5111	4.4361	4.6974	4.9832	4.6175	5.1775	4.4625	4.3329	4.5031	4.8257	4.5458	4.8507	4.4407	4.8369	4.6331	4.9256	4.6281	5.5564	5.065	4.8483	5.0408	4.6544	4.9896	4.6304	4.3782	4.479	4.5891	4.5777	4.4898	4.3965	5.3666	5.2549	5.323	4.8038	4.6812	4.4923	4.6481	4.7983	4.9291	4.8339	4.9612	4.5569	4.6797	5.0163	4.9523	4.4638	4.4503	4.7526	4.2188	4.6401	4.9532	4.5921	4.6448	5.0493	4.8632
"RP5-856G1.1"	4.507	3.9419	4.3123	4.7999	3.8306	4.0389	4.9891	4.3365	4.3248	4.446	4.5177	4.2041	3.8661	3.7114	3.9464	4.4039	4.0797	3.9877	4.495	4.0962	4.3781	3.9322	4.1269	4.1193	3.9854	4.3296	4.0415	4.3545	3.7923	4.0995	4.0201	3.946	4.1088	3.885	4.1027	3.8872	4.1892	4.1635	3.9258	4.2417	3.9988	4.0336	4.0342	4.2772	4.4753	4.179	4.0995	4.3684	4.379	4.2295	3.9154	4.3291	4.1752	4.203	4.1268	4.2863	4.5671	3.9719	3.909	4.2629	4.1912	4.1728	4.4209	4.2116	4.3699	4.1881	3.977	3.9814	4.3584	4.4093	4.579	4.3962	4.9007	4.8847	4.7456	4.3798	4.1487	4.1688	4.259	4.0954	4.3823	4.181	3.9714	4.1241	4.3734	3.9306	4.2219	4.7301	4.1387	4.3633	4.5101	4.2258	5.0708	4.7596	4.2548	4.2622	4.4566	3.9766	4.6033	4.3032	4.4093	3.5771	4.0752	4.062	4.2141	4.2985	4.552	4.0875	3.6934	3.9052	4.1943	4.3603	4.5692	3.9474	4.6412	4.3013	4.1631	4.2161	4.3045	4.6561	3.8241	3.7901	4.0877	4.1402	4.4475	4.169	3.825	4.1027	3.9103	4.2688
"RP5-890E16.2"	4.8657	4.9999	5.3373	5.4813	5.0242	4.992	5.709	5.2253	5.542	5.434	5.4302	5.5266	5.6688	5.2233	5.1727	5.8522	5.513	5.8337	5.3512	5.6275	5.5176	5.3314	5.2024	5.4077	5.1545	5.3972	5.8449	5.6082	5.1706	5.3753	5.5391	5.222	5.5582	5.1951	5.1735	5.2489	5.4328	5.2923	5.2343	5.3331	5.488	5.4925	5.3833	5.0478	5.6249	4.8861	5.0794	5.7739	5.0416	5.4443	5.3445	5.5558	5.3349	6.1415	5.0362	5.2219	4.9131	4.9625	4.8805	5.0108	4.6669	5.2519	4.9244	5.2704	5.3151	4.952	5.4345	4.815	4.9076	4.9341	5.321	4.9651	4.8331	5.2219	5.0803	4.9112	5.352	5.704	5.1591	4.7943	4.8285	4.7008	5.4128	4.896	5.1065	5.0359	5.1107	5.3388	5.0547	4.9242	5.3911	5.1125	6.4418	5.4661	5.5525	5.3912	4.8986	5.3174	5.1933	5.0403	5.7511	5.1192	5.4273	5.257	5.437	5.4515	5.8441	5.1724	5.1722	5.0961	4.6033	5.1235	4.7827	4.856	5.7149	4.8765	5.7717	5.6752	5.391	5.9052	5.344	5.5846	5.2437	5.3121	5.5973	5.1902	4.9635	5.3668	5.0865	4.7643
"RP5-892K4.1"	4.1662	3.7214	3.9171	4.4281	3.5663	3.8435	3.9319	3.704	3.7591	3.5872	3.616	3.3347	3.3932	3.6175	3.8286	3.8125	3.3382	3.5279	3.4822	3.5131	3.4754	3.2798	3.282	3.7092	3.373	3.7756	3.3679	3.6593	2.9356	3.3559	3.9981	3.7569	3.584	3.7946	3.765	3.593	3.4953	3.4023	3.3126	3.7056	3.4084	3.1408	3.071	3.6636	3.5701	3.8388	3.7766	3.7589	3.5627	3.3968	3.4185	3.8999	3.7139	4.7153	3.4558	4.819	3.8947	4.0382	3.8329	3.618	3.4545	3.349	3.8876	3.8872	3.7369	3.7751	4.1566	3.9239	3.8321	3.8927	3.676	3.3927	3.9945	3.4685	4.2241	4.0249	3.3745	3.8152	4.0439	3.5287	3.8334	3.751	3.4779	3.9509	3.8072	3.722	3.7662	3.8083	3.9655	3.4228	3.7266	3.5232	4.3548	3.6374	3.6738	3.389	3.5664	3.4434	3.6999	3.725	3.7771	3.0578	3.1383	3.0935	3.0744	4.027	3.7252	3.6042	3.5113	3.8448	3.6697	3.9057	3.9296	3.7789	4.2376	3.8871	4.3966	3.5888	3.7154	3.6792	3.4701	3.36	3.3265	3.543	3.5722	4.5501	3.3183	3.3122	3.8361	4.1022
"RP5-894A10.6"	5.3519	5.3449	5.9957	5.6142	5.3672	6.5187	6.1207	5.9052	5.5527	5.3851	5.5671	5.4025	5.8305	5.6104	5.3209	5.505	5.7033	5.0527	5.3198	5.1088	5.2233	5.3919	5.2549	5.4258	5.5599	6.217	5.7638	5.964	5.2377	5.6377	6.0487	5.9663	5.628	5.6217	5.2572	6.2024	5.4788	5.4029	5.1399	5.2443	5.6228	5.313	5.9146	5.8629	5.9666	6.1867	5.3121	6.0648	4.8901	6.0313	5.1018	5.7129	5.7363	6.1542	5.3196	6.2901	5.4158	5.4648	5.3674	5.8261	5.976	5.1817	5.4227	5.6531	5.346	5.5417	6.3512	5.3847	5.2769	5.0283	5.8049	4.9941	4.8531	5.0516	4.9396	5.3267	5.2046	5.6921	6.0328	5.7359	5.9293	6.3371	5.6887	6.5496	6.0843	5.3622	5.3533	5.2126	5.5101	6.022	5.5711	6.2642	6.6535	5.0547	5.1782	5.0907	5.0944	5.7942	5.0865	5.9045	5.8032	5.7375	5.3945	5.6792	6.1941	6.3415	6.0018	5.478	6.0048	5.6051	5.2977	5.3067	5.7421	5.6777	5.8745	6.1482	5.8692	5.2718	5.391	5.4295	5.4735	5.4152	5.4763	5.2547	5.9596	5.6734	5.2038	5.6699	5.9333	5.5221
"RP5-894D12.4"	4.6792	5.3205	4.3112	4.7516	4.9322	4.6976	4.8106	5.1626	4.8254	4.8243	5.001	5.0807	4.795	4.7274	4.7589	4.9418	5.2633	4.9041	4.7008	4.726	4.6651	5.2612	5.4152	4.6274	5.1887	5.1171	5.2776	5.3908	4.89	5.5772	4.9451	4.9499	4.8496	4.8919	5.1191	5.2355	4.9974	5.2551	4.3592	4.8033	5.054	5.1728	4.9736	4.3922	4.6471	5.0906	4.5312	5.3961	5.979	4.8864	5.5961	5.4604	4.7976	5.3784	5.1093	4.6563	4.9349	4.9666	4.4131	4.6351	4.7557	4.89	4.8271	4.4176	5.6198	4.9963	5.4928	4.8977	5.0677	4.9355	4.2646	4.9381	4.9506	4.9878	5.1526	4.8234	5.5519	5.0194	4.5803	4.7081	4.4889	4.9311	4.8067	5.0827	5.1471	4.3707	4.8432	4.8024	5.2604	5.0833	4.407	4.4755	5.0547	4.8376	4.6217	4.8464	4.6622	5.0157	5.3447	5.2468	5.2569	4.8629	5.2243	5.1739	4.7239	5.3577	5.0363	4.7762	5.349	5.3529	4.9353	4.8693	4.5399	4.7498	5.8055	4.7179	5.2697	5.2654	4.5571	4.8472	4.962	5.1635	5.0279	5.0207	5.3013	4.8913	5.1695	5.3327	5.0701	4.6737
"RP5-963E22.5"	7.0035	5.7065	6.6777	6.6865	6.0287	6.543	6.729	6.4338	6.8972	6.4128	6.7796	6.6512	6.5289	6.4408	6.5889	6.8856	6.7107	6.0941	6.1604	6.4117	6.809	6.2182	6.3397	6.4437	6.4097	6.9597	6.5524	6.7735	6.172	6.3651	6.3969	6.2898	6.2478	6.4034	6.3768	6.7476	6.4225	6.3577	6.0825	6.035	6.0129	6.0803	6.0118	6.5484	6.7383	6.2981	6.4059	7.1935	6.4055	6.3489	6.4188	6.2806	6.524	6.9022	6.3901	6.8895	6.3421	6.5095	6.366	6.4412	6.363	6.2391	6.2548	6.1957	5.9507	6.1645	6.7222	6.2636	6.1754	6.2966	6.341	6.1142	6.4368	6.0471	6.0781	6.3423	6.251	6.54	6.1049	6.0575	6.3727	6.0078	6.5656	5.8358	6.5992	6.3162	6.5756	6.6848	6.3799	6.3639	6.2348	6.4054	7.0006	6.4192	6.5149	6.6627	6.2222	6.3032	6.421	5.7607	5.876	6.0664	6.2491	6.0695	6.3754	6.3681	7.0362	6.0836	6.7004	6.1708	6.3319	6.1266	6.6093	6.6536	7.1684	6.3012	6.5692	6.1679	6.5934	6.659	6.3899	6.0892	6.1258	6.2891	6.6745	6.648	5.8694	6.1845	6.7277	6.0843
"RP5-991O23.1"	4.6062	3.4964	3.6603	3.3572	3.5532	3.2562	3.8161	3.3134	3.8639	3.5605	3.7605	3.8913	3.808	3.5503	3.5893	3.9843	3.6364	3.6333	3.5738	3.4833	4.2011	3.3866	3.3764	3.3564	4.1252	3.7986	3.8409	3.9581	3.5403	3.5585	3.7944	3.7457	3.4077	3.6775	3.5968	3.5034	3.5052	3.7579	3.2132	3.6557	3.3248	3.2049	3.4863	3.5224	3.7195	3.5008	3.7246	3.8131	3.2867	3.732	3.4027	3.803	3.635	4.4486	3.4962	3.6052	3.3873	3.7971	3.8961	3.4423	3.76	3.5003	3.496	3.6102	3.5321	3.5533	4.4084	3.1813	3.1637	3.6055	3.2999	3.602	3.1395	3.2541	3.7264	3.2392	3.6107	3.9559	3.5628	3.2551	4.1472	3.2214	3.4068	3.307	3.3274	3.4669	3.417	4.0174	3.9108	3.6701	3.7062	3.2306	4.8448	3.7508	4.0504	3.6693	3.8916	3.6287	3.5041	3.1614	3.9368	3.3279	3.5065	3.5848	3.6046	3.9522	3.7342	3.6893	3.8912	3.507	2.9977	3.3913	3.2668	3.7655	3.9456	3.6334	3.9305	3.7811	3.897	4.4621	3.438	3.3342	3.5102	3.6347	3.683	3.8514	3.2766	3.568	3.3954	3.1677
"RP6-201G10.2"	3.227	3.3575	5.2937	4.4171	4.0454	3.4659	4.2297	4.245	4.7152	3.1455	3.0964	3.0048	2.803	2.9186	3.1724	3.1265	3.0288	2.9037	3.155	2.8467	3.2079	2.8614	3.1196	2.6894	2.8918	2.9237	3.6834	3.2366	2.8145	2.8967	3.0343	2.7829	2.9744	2.9269	3.1753	2.6274	3.0185	2.8161	2.7771	3.149	2.689	2.5596	2.8278	3.2059	4.3286	3.0334	3.05	3.9175	2.8372	3.0543	3.5462	2.7306	4.155	2.8046	3.7455	3.0401	3.5957	2.8546	3.5194	3.3373	3.1709	3.9298	2.77	2.8458	3.2834	3.2561	2.8854	3.352	3.4298	3.7559	3.6965	3.765	4.1367	3.4405	3.5536	3.3869	3.4423	2.7166	3.1089	2.8351	3.1795	3.1425	2.9482	3.341	4.2739	2.8114	3.8771	3.094	3.3314	3.7201	3.8758	4.0177	3.9662	4.7088	3.5326	4.6934	3.0983	2.8464	3.8836	3.1132	2.8106	2.9523	2.6254	2.9208	2.7568	3.249	3.2972	4.6603	3.059	3.2109	3.7896	3.6246	3.6821	3.8653	3.4073	2.932	3.1312	3.3621	3.2457	3.476	2.7745	3.0532	3.0849	2.798	3.1644	3.1726	2.8964	3.0291	3.1382	3.0953
"RP6-24A23.7"	3.2545	2.9812	3.3033	3.4767	3.061	3.3143	3.7753	3.2196	3.3528	3.2825	3.4346	3.0925	3.1699	3.4463	2.948	3.4447	3.1717	3.0316	3.1951	3.2051	3.4602	3.1271	2.923	3.1678	3.237	3.5587	3.4225	3.2378	3.0185	2.8459	3.3097	2.9961	3.2051	2.9365	3.1802	3.4294	3.2387	2.9033	2.8129	2.8098	2.9559	2.8666	2.8585	3.2163	3.4685	3.5041	3.1826	3.2083	3.0255	3.2916	3.3523	3.0709	3.4773	4.3678	3.3104	3.4437	3.2763	3.3348	3.1841	3.29	3.3535	2.8972	2.8539	3.1771	2.5641	3.1524	3.6481	3.1555	3.1271	3.0118	3.2642	3.2108	3.3304	2.8909	3.1571	3.2024	2.9264	3.3748	3.033	2.8202	3.272	3.0804	2.8886	2.9327	3.4486	3.2407	3.1373	2.8846	3.4731	2.941	3.3811	3.3218	3.3802	3.5668	3.2012	3.5035	3.0127	2.8886	3.7636	3.3706	3.1283	2.8579	2.9547	3.0199	3.0943	3.3973	3.7811	3.1548	3.0708	3.145	3.0015	3.1695	3.2672	3.1624	3.5071	3.2361	3.3948	3.1175	3.232	3.6683	3.0565	3.2597	2.8849	3.1883	3.3073	3.0852	2.9872	3.3644	3.0388	3.2265
