"ID" "GSM244467"	"GSM244468"	"GSM244469"	"GSM244470"	"GSM244471"	"GSM244472"	"GSM244473"	"GSM244474"	"GSM244475"	"GSM244476"	"GSM244477"	"GSM244478"	"GSM244479"	"GSM244480"	"GSM244481"	"GSM244482"	"GSM244483"	"GSM244484"	"GSM244485"	"GSM244486"	"GSM244487"	"GSM244488"	"GSM244489"	"GSM244490"	"GSM244491"	"GSM244492"	"GSM244493"	"GSM244494"	"GSM244495"	"GSM244496"	"GSM244497"	"GSM244498"	"GSM244499"	"GSM244500"	"GSM244501"	"GSM244502"	"GSM244503"	"GSM244504"	"GSM244505"	"GSM244506"	"GSM244507"	"GSM244508"	"GSM244509"	"GSM244510"	"GSM244511"
"RP11-329B9.5"	0.9774	1.1359	1.3203	1.2786	1.3005	1.0834	1.1519	1.0229	1.1804	1.1645	1.1485	1.3215	1.5178	1.31	1.29	1.1659	1.1997	1.0826	1.3741	0.9237	1.555	0.9521	0.8363	1.0082	1.0895	1.0071	1.0088	0.9181	0.9486	1.2457	0.9546	1	1.1489	1.1379	1.6357	1.4194	1.0722	1.0076	1.0976	1.692	1.0088	1.1909	0.9299	0.9683	1.861
"RP11-330M19.1"	1.1223	1.2494	1.1409	1.109	1.0981	0.9742	1.1605	1.0456	1.2713	1.078	1.5224	1.4182	1.5081	1.2208	1.2023	0.9699	1.4564	1.0482	1.1706	0.9561	1.2598	1.0209	0.8486	0.8679	0.8923	0.9939	1	1.0359	0.983	1.0132	1.0403	1.0612	1.874	0.9709	1.2463	1.5783	1.3775	1.2164	1.0139	1.302	0.9481	0.8893	1.0079	1.0612	1.2421
"RP11-330O11.3"	3.0436	1.8288	5.0793	1.3581	2.0109	3.022	7.0757	1.9502	2.0235	1.4337	3.4745	5.0786	2.4167	2.0687	4.1739	2.5947	2.1732	5.2306	2.5072	2.9823	6.5607	0.9638	1.1186	0.8228	0.8778	1.1713	0.8843	1	0.934	1.198	0.976	1.2825	1.9917	3.7872	3.5764	1.8379	2.9491	1.2212	1.2235	1.0152	1.2559	1.4465	1.2881	0.8657	1.7912
"RP11-332H18.4"	1.6159	1.2481	0.8693	0.6746	1.0727	0.8778	0.7902	0.9463	1.1879	0.9605	0.9965	0.8679	0.992	0.9205	0.9504	0.8344	0.9039	0.7607	1.0949	0.9533	1.0801	1.2986	0.9322	0.7756	0.9807	0.8321	1.1284	0.99	1.436	1.7881	0.9012	1.067	1.2636	0.745	1.3654	1.4634	0.9145	1.4079	0.8195	0.8988	0.88	1	1.0331	1.2419	1.1356
"RP11-333O1.1"	1.0951	0.794	1.0197	0.9066	0.85	0.8158	0.9256	1.062	0.8909	0.9375	0.8479	1.1907	1.2116	0.993	1.0261	1.0484	1.1066	0.8285	1.0791	1.1068	0.9698	1.0341	0.9827	0.8343	0.9434	0.7368	1.044	1.1694	1.2671	1.4581	1	1.0261	2.1584	1.0496	1.2467	1.0648	1.1531	0.9673	0.9446	0.9721	0.7809	0.7537	0.7241	1.1812	1.1095
"RP11-334C17.5"	0.8182	1.3077	16.4996	1.1018	0.6808	1.835	2.1719	1.3628	1.1611	1.8328	2.4614	4.9518	2.1011	4.0121	2.0176	11.2259	1.7208	3.2296	3.3481	1.5	0.5835	1.1928	1.0599	1.1511	0.8093	1.5773	1	0.8474	0.8192	1.0791	0.9854	0.9801	0.4852	4.2276	0.9959	1.5503	0.9923	0.4083	2.4482	0.5752	0.6202	1.1189	1.1615	0.8295	0.7002
"RP11-334J6.6"	1.6684	1.0325	0.8615	0.6668	1.1964	1.0579	0.8396	0.8344	0.8905	0.7965	0.9222	0.9021	0.9096	0.9047	0.9357	0.7468	1.2168	0.8033	0.7022	0.8079	1.1018	1.2324	0.7072	0.7901	0.9877	0.959	1.0597	0.9456	1.2385	1.2253	1.1298	1.0249	1.3811	0.7022	1.4458	1.1527	0.9718	1.1733	0.9122	1.0614	1	0.7602	0.8737	1.1039	1.087
"RP11-337C18.10///RP11-337C18.8"	1.1792	1.2598	1.2625	1.1186	1.082	1.209	1.5028	1.3614	1.3727	1.2048	1.5902	1.4412	1.2176	1.1571	1.1042	1.0017	1.8618	1.0964	1.1444	1.1847	1.2741	1.0069	1.0095	0.9807	0.9695	1.1638	1.0519	1.1499	0.8636	0.7306	1.0104	1.0542	1.1346	0.8328	1.1148	1.2387	1.3713	1.2534	1.1547	0.9463	0.856	0.8766	1	0.7713	1.7858
"RP11-338I21.1"	1.4038	1.3031	0.9093	1.0243	0.934	1.0886	1.1351	1.0894	1.0225	1.069	1.1152	1.0653	1.3365	1.2682	1.0968	1.0824	1.3467	1.0332	1.4283	1.0546	1.1156	0.8983	0.8491	0.9012	1.0261	0.875	0.9985	0.8909	1.0782	1	1.0531	1.0237	1.0091	1.0579	1.3276	0.9902	1.1171	1.0973	1.2271	1.1174	1.0114	1.0831	0.8992	1.04	1.1445
"RP11-338N10.1"	1.3294	1.2503	0.9322	0.98	1.0467	0.936	1.2065	1.1507	1.1397	1.0129	1.0038	1.4706	1.1923	1.1217	1.1056	0.861	1.3216	1.1358	0.9225	1.1233	1.4687	0.9427	0.6924	0.9526	1.0453	0.8856	1.1361	1.0343	1.2713	1.1694	0.9557	1	1.8328	0.7468	1.0325	1.6674	1.229	1.2911	1.1076	1.4685	0.8773	1.1654	0.876	1.0796	1.6093
"RP11-339A11.2"	1.0391	0.9892	0.9259	0.8018	0.8738	0.858	0.889	1.1594	0.8476	0.814	1.8869	0.8908	0.8041	0.8119	0.7844	0.9283	1.8667	0.9759	0.9332	0.8554	1.1404	0.9362	0.9263	0.8135	0.7453	0.8874	1.3717	1.0176	1.3795	0.8778	1.1153	1.4161	0.8572	0.7303	0.7961	0.9295	1.146	0.7835	0.9594	0.9568	1	1.3054	0.8592	1.3201	0.8292
"RP11-33O4.1"	1.2853	1.2315	1.097	1.0944	1.0209	0.9961	1.0155	1.1173	1.0586	1.3224	1.1771	1.1343	0.8478	0.8668	1.1909	0.9776	0.8801	1.1581	1.1469	0.8394	0.8993	1	1.4515	1.1938	0.9218	0.9364	1.0565	1.1084	0.6176	1.0344	1.0331	0.867	1.0818	1.4549	1.2255	0.9252	1.0959	1.0064	1.2996	1.1771	0.8495	1.1066	0.8624	0.8383	1.0467
"RP11-340A13.1"	1.0101	1.1752	1.1817	1.0921	0.9659	0.9101	1.0741	0.9691	0.9811	0.9701	1.1439	1.0514	1.0127	0.9699	1.0494	1.1874	1.0832	1.0458	1.0671	1.0898	0.9925	0.9988	0.9993	1.0849	0.9923	1.189	0.8719	1	0.851	1.073	0.9288	1.0311	0.9585	1.147	0.9733	1.2335	0.9956	1.0831	0.9695	1.0461	1.043	0.9956	1.0948	1.0708	1.2287
"RP11-341N2.1"	0.8839	0.9695	0.8559	0.9562	0.9803	1.1754	1.0016	0.8924	1.3014	1.012	0.9978	0.9522	0.976	0.8895	0.8764	0.88	0.9954	0.8443	1.1824	0.8602	1.1517	1.0468	1	0.7365	0.8602	1.0243	0.8533	1.2322	0.7709	0.93	1.1289	0.923	1.105	0.9356	0.9783	0.984	1.178	0.9286	1.0594	0.9547	1.0763	0.8384	1.1272	1.1315	1.1751
"RP11-343H5.6"	0.9619	0.9317	1.1522	0.8626	1.0824	0.9675	1.008	0.8913	0.919	0.8838	0.9525	0.7903	1.0437	0.9876	0.9643	0.9252	0.9821	0.9767	1.0724	0.7353	0.9532	0.9043	0.9464	1	1.0349	0.9621	1.1396	0.9104	1.1494	1.2795	0.8993	1.0606	1.0126	0.7389	1.1187	0.9026	1.0617	0.8322	0.8428	1.0426	1.3295	0.9397	1.5462	0.9096	0.8954
"RP11-347D21.1"	0.9578	1.3192	1.4244	0.9047	0.783	0.8637	0.7936	0.9486	0.93	0.8551	0.8825	1.0485	0.937	0.942	0.8703	0.9546	0.9714	1.16	0.8899	0.9902	0.863	0.8745	0.95	0.9726	1.3741	1.0054	0.8591	0.8919	1.094	1.1406	1.1676	0.9001	1.3492	0.8055	0.942	0.9318	0.9993	0.9081	0.8236	0.9193	1	1.02	1.0232	0.8062	0.9663
"RP11-348B17.1"	1.0253	1.3769	1.3064	1.0412	0.897	0.9558	1.0883	1.1079	0.9793	0.9814	1.0799	1.1008	1.0402	1.1569	1.0673	1.2244	1.1725	1.29	1.0325	1.1205	1.0522	1.1208	0.8871	1.0565	0.9059	0.9566	1.143	1	0.9235	0.9873	1.0111	0.9642	1.2178	1.1672	0.9526	1.2634	1.389	1.0502	1.2118	1.0426	0.9883	1.1419	1.0978	1.1759	1.2825
"RP11-348N5.7"	1.1404	1.3797	1.2118	1.0845	1.0071	1.0455	1.6718	1.5004	1.0085	1.0203	1.0592	1.1426	1.0522	1.1202	1.0913	1.4327	0.877	1.4655	1.029	2.1334	1.0467	0.6603	1	1.0639	1.1315	1.1603	0.978	0.866	0.7928	0.9063	1.0597	1.0591	1.4221	1.1023	0.954	0.8023	0.9941	0.9084	1.1105	0.8062	1.025	1.1833	0.9307	0.7633	1.1841
"RP11-348P10.2"	1.0674	0.9174	0.7503	1.2346	1.0332	0.8719	1.0842	0.9145	0.7356	1.0253	1.255	0.9518	0.8285	0.8026	0.8066	1.0039	1.2258	0.8131	0.9611	0.9959	0.9786	1	1.0231	0.9472	0.7144	0.7638	1.3741	0.982	1.0881	0.8574	0.9756	1.1564	1.367	0.9819	0.9133	0.921	1.0347	0.7628	0.8541	0.8417	0.9533	1.0308	1.1693	1.3381	0.9714
"RP11-349E4.1"	1.3188	1.108	1.2292	0.8965	1.1733	0.8559	0.9922	0.8214	0.8502	0.9144	1.0045	1.1093	1.3672	1.0449	1.0305	0.9537	0.976	0.8978	0.9345	1.069	1.3268	1.4157	0.6815	0.9264	0.8785	0.7669	1.5566	1.3138	2.0309	1.4698	0.8978	1	1.7798	1.0148	1.5458	1.5213	0.8425	1.1723	0.9118	1.0007	0.8869	1.0637	0.7969	1.2492	1.1793
"RP11-352B15.2"	0.8743	1.1994	0.9675	0.8851	0.7955	0.8636	0.8904	0.8927	0.7804	0.8811	1.1406	0.8122	0.9575	0.8997	0.9165	1.0586	1.0843	1.1202	1.0283	0.9723	0.9913	0.9854	0.9716	0.9941	0.9532	1.3232	1.1605	1.2557	1.1307	0.8934	0.9381	1	1.0496	1.0478	0.8178	0.928	1.5451	0.8875	1.1524	0.9326	1.2741	1.2986	1.0583	0.8717	1.0612
"RP11-353N14.1"	1.1161	0.7743	0.7419	0.627	0.9478	0.8017	0.8172	0.7617	1.0148	0.6828	0.9467	0.8271	0.9235	0.6757	0.6426	0.8074	0.8871	0.7157	0.8585	0.5297	0.9164	1.0815	0.7962	0.8157	0.9052	0.8221	1.0537	1.0801	0.8133	1.1007	1.226	1	1.1778	0.8054	1.2905	1.13	0.7426	0.9594	0.8125	0.8627	0.837	0.9083	1.0684	1.1181	1.2365
"RP11-353N14.2"	0.9804	1.1097	1.0225	1.0479	1.0665	0.9913	1.0591	1.0933	1.0258	1.0617	0.9718	1.2294	1.1379	1.2081	1.0552	1.1312	1.0612	1.0528	0.9541	1.0344	1.2015	1	0.985	0.9504	0.9137	0.9519	1.0191	1.0347	0.75	1.2023	1.0353	0.9541	1.8424	1.1414	1.1	1.108	0.9434	1.0956	0.9537	1.0035	1.1742	0.9248	1.0889	1.0582	1.1105
"RP11-354I10.1"	1.359	1.2952	0.8675	1.1608	1.1429	1.1019	1.1686	1.0787	1.1238	1.111	1.1671	1.4461	1.0592	1.5422	0.9843	1.1994	1.4922	0.8891	1.0381	1.0779	1.4706	1.068	1	0.9939	1.234	1.1354	1.247	1.0438	0.9311	0.8301	0.9214	1.1382	0.9948	1.0382	1.0677	1.9181	1.1129	1.1131	1.1744	1.1239	1.1225	0.9512	0.9691	0.8488	1.6999
"RP11-355B11.2"	0.7874	0.9493	1.028	0.9075	0.6451	1.2688	0.9776	1.6288	0.9601	1.1213	1.2466	1.3414	0.8367	0.9779	1.6727	1.101	1.2568	1.9128	1.4549	2.422	0.9096	0.3857	1.3121	1.5138	0.7619	0.9419	0.8949	1.1487	0.9333	0.808	1	0.6212	1.1524	0.9893	0.9745	1.2356	2.0975	0.9496	0.9618	1.2924	1.1055	1.251	1.1275	1.0102	0.942
"RP11-355F16.1"	0.8256	0.917	0.8722	0.9688	0.9192	0.8634	0.8606	0.94	0.9068	0.9087	1.0651	0.8924	0.8851	0.913	0.8135	0.9598	0.9426	1.0023	0.9217	1.0211	0.8709	0.8726	0.8626	1.0417	1.0589	1.0626	1.0069	1.0259	0.9824	0.8125	0.9286	1.0308	0.9356	1.0801	0.8502	0.9401	1.0238	0.9075	0.9457	0.9286	1.0502	0.9315	0.9667	1	0.9101
"RP11-356B19.11"	1.1396	1.3906	0.7412	0.6595	1.1586	0.885	0.8001	0.9582	1.1353	1.0265	0.9051	0.887	0.9391	0.8425	0.8152	0.7833	0.9405	0.8367	0.6585	0.7274	0.821	1.1938	1.0727	0.8008	1.2278	0.9912	1.0884	1.027	1.218	1.0957	0.7117	0.8507	1.0653	0.8495	1.6669	1.3381	0.8617	1.393	0.7948	1.0628	0.8594	0.8635	0.9282	1	1.0704
"RP11-359E8.5"	1.2055	0.9292	1.2362	0.7758	1.5009	1.1284	1.0405	0.8416	1.0845	0.9884	1.3149	0.9725	1.1106	1.0458	0.885	1.049	1.3616	0.8913	1.3274	0.8841	0.999	1.0555	0.9894	1.0287	0.8683	1.0511	1.0848	1.0941	1.0924	0.9646	0.9528	0.8749	1.2868	0.8945	1.3886	1.5582	1.0379	0.9988	1.0677	1.0594	0.8657	1.0769	1	0.9288	0.8417
"RP11-359K18.3"	1.3533	1.1259	1.1295	1.0261	1.1802	1.064	1.1834	0.8533	1.0206	1.0301	1.0575	1.0009	1.2378	1.2189	1.0225	1.0093	1.1566	1.0447	1.076	0.984	1.0752	1.0514	0.9037	0.8625	0.8579	0.9302	1.1618	1.2016	1.111	1.0751	1.0048	0.9594	1.3969	1.1295	1.3949	1.266	1.1353	0.9857	1.19	1.0908	0.7616	1	0.8882	1.0174	0.9511
"RP11-360A18.2"	0.9646	0.9915	1.0361	1.0135	0.9902	1.086	0.8213	1.1363	0.9311	0.9375	1.133	1.1328	1.0197	1.0378	0.9287	1.1326	1.2677	0.9547	1.0823	1.1401	0.9298	0.9837	0.8341	0.8918	0.9284	0.8357	1.0595	1.0317	1.0599	0.8004	1.1943	1.0727	1.5366	0.9261	0.9326	0.7644	0.9333	0.965	0.978	0.9137	1.0562	0.8657	1.0606	1	1.3894
"RP11-360K13.1"	1.0548	1.0514	1.4926	0.9313	1.1292	0.9284	1.1447	1.0796	1.1454	1.0975	1.2857	0.9793	1.0341	0.89	0.8154	1.027	1.2443	1.1068	1.0562	1.2078	1.1161	0.9726	1	0.9735	0.945	0.9988	1.3567	1.2308	1.4751	0.9587	1.0323	1.5406	1.1871	1.3178	1.4526	1.243	1.1382	1.0536	1.3561	0.8868	1.0626	0.9385	0.999	1.1494	1.3142
"RP11-362K14.6"	0.8153	0.7171	0.8247	1.1042	0.757	0.8359	0.9521	1.1928	0.8219	0.8119	0.8943	0.7921	0.746	0.8389	0.875	0.8034	0.7939	1.2516	0.7631	1.5965	0.9326	0.8729	1.1113	1.4636	0.8148	1.0003	0.8587	1.0768	0.7618	1	0.8616	1.0502	0.7809	0.8973	0.7999	0.754	0.8871	0.7822	0.9919	0.8861	1.7266	0.9649	1.2712	0.977	0.8274
"RP11-362K14.7"	1.0359	0.9554	1.006	1.0857	0.9284	0.9071	1.2947	1.1254	0.906	1.0148	1.1261	1.1267	0.984	0.8353	0.9465	0.9182	1.0572	1.0705	0.9714	1.0473	0.9902	0.8803	1.1655	1.16	1.0104	1.1126	0.8783	1.0307	0.871	0.8372	1	1.0299	1.0264	1.0634	0.9296	0.9674	1.0571	0.8291	1.0744	0.931	0.8617	0.9782	0.8986	1.3218	0.9442
"RP11-363E7.4"	0.9645	1.2326	0.8098	1.0379	1.5696	0.9118	0.8152	1.082	0.7659	1.0114	0.6921	0.787	0.6864	0.8043	0.8937	1.1581	0.8073	1.1354	0.6738	2.6608	0.6687	0.9962	0.898	1.0612	1.1035	1.0665	0.9913	0.9294	0.6083	1.0516	0.85	0.8627	0.5979	0.7685	1.6168	0.6698	0.8177	1.1285	0.9385	0.8555	1.2235	1.1069	1.262	1	1.0114
"RP11-365H22.2"	0.9306	0.8973	0.8865	0.9422	0.9915	0.984	0.9493	1.146	1.0253	0.8931	1.1475	0.8471	0.9088	0.9375	0.8639	0.8559	0.9356	0.7859	0.812	0.8641	0.9317	0.8377	0.8936	1.0802	0.899	1.1411	1.1987	0.9154	0.8774	1.0091	1.0763	0.8953	1.1089	0.883	0.877	0.8787	1.0252	0.8857	1.0437	0.9475	0.9551	1	1.1985	1.108	0.8937
"RP11-366L5.1"	1.0456	1.2228	1.5424	1.2207	1.2235	0.9501	1.7083	1.1542	0.9819	1.0575	1.1766	1.2418	1.0943	1.2941	0.9988	1.2688	1.2141	1.1884	0.975	1.352	1.1354	0.8703	1.0868	1.0252	0.9912	1.0091	1.037	0.9397	0.8983	0.9063	0.9977	1.1187	1.3696	1.303	1.0204	0.9993	1.0241	1.1139	1.1204	1.0117	1.1778	1	1.0718	0.9103	0.9463
"RP11-369C8.1"	0.9657	0.8979	0.9621	0.7112	0.7061	0.7846	0.918	0.8186	0.9144	0.8892	0.9092	0.9338	0.9043	0.7583	0.798	0.8321	0.7902	0.8107	0.9446	0.9257	0.8908	1	0.9786	1.1905	1.0772	0.92	0.8477	1.0026	1.16	1.4366	0.8655	1.0169	1.1574	0.8732	0.8704	0.8874	1.0012	0.8965	0.8248	0.9884	1.0058	0.8614	0.842	0.8268	0.903
"RP11-36B6.1"	1.5373	1.5609	5.3389	1.2857	2.2474	1.2228	2.9945	1.2109	1.3435	1.6431	1.5824	2.2066	4.0768	1.917	1.2627	4.186	2.3516	1.2369	1.8916	1.165	1.4366	0.8434	0.9103	0.9954	0.86	0.8683	1.0662	1	1.2752	1.2184	0.8983	1.3588	1.8683	3.2797	1.6638	2.2936	2.0418	1.1254	1.6527	1.8167	1.0834	1.2187	1.0167	0.8826	1.1983
"RP11-373D23.2"	1.9084	3.4378	13.7408	1.3049	1.4329	1.5231	7.3696	7.3109	4.3227	3.2754	2.5688	2.0956	3.5443	1.7506	3.4144	1.6498	1.0699	7.0419	7.2886	3.138	1.7808	1.3704	1.6279	0.7745	1.1411	0.6334	1.6469	0.6789	0.3548	0.3062	0.7684	1.5673	1.064	8.6094	2.8784	1.3684	1.132	0.5483	1.823	1.4059	1	1.3445	1.4721	0.3935	1.1886
"RP11-375I20.6"	1.1454	1.1611	1.0747	0.8287	0.8724	0.8068	0.8256	0.8476	1.0271	0.9517	0.9755	0.8048	1.1328	0.9259	0.8259	0.835	0.8697	1.0274	0.865	0.9719	1.1267	1.0295	0.89	1	1.1424	0.8489	1.4329	1.0984	0.9635	0.8915	0.9087	1.1163	1.1023	0.7695	0.8547	1.2769	1.1571	1.0636	1.0104	1.1147	1.0278	1.0497	0.9645	0.976	1.1924
"RP11-378A13.1"	0.8283	1.3459	1.7298	0.9576	0.6896	0.7769	0.9353	1.6288	0.8085	1.2596	1.516	0.7083	0.8491	1.163	0.6216	0.7901	0.7606	1.5605	1.148	0.8004	0.9133	0.7913	1.1992	0.8919	0.7098	0.734	1.056	1.1579	1.4219	0.9573	1.0643	0.8038	1.0015	0.7916	1.0287	0.9034	1.2095	0.7277	1.365	0.9448	1.6933	1.0433	1	0.9854	0.7103
"RP11-378J18.8"	1.1621	0.7634	0.8451	1.0058	0.8642	0.8787	1.111	0.7537	0.9839	0.876	0.9146	1.184	0.9041	0.7636	1.0649	1.1284	1.0207	1.0123	1.0191	1.1859	0.864	0.8094	1.0826	0.9445	0.9846	1.2994	0.958	0.9087	1.0654	1.2057	1.1699	1	1.3926	1.4435	0.8467	0.7939	0.9886	1.4788	1.2392	0.9269	0.9762	1.068	1.7303	0.998	1.1792
"RP11-379F4.6"	1.0555	0.8808	1.8629	1.4822	0.9273	1.1266	1.1248	1.2389	0.9694	1.1064	0.9826	1.3866	1.1374	1.0099	1.3638	1.7218	1.1343	1.0352	1.2146	1.0323	0.8814	0.9709	1.0123	0.9617	0.9493	1.0402	0.9629	1.0908	0.8299	0.854	1.194	1.034	0.8316	1.7564	0.9603	0.8886	1.0663	0.9024	1.3471	0.8879	1.0114	1.2115	1	0.8971	0.9463
"RP11-379H18.1"	0.9315	0.9671	0.727	1.318	0.6529	0.9389	1.0095	1.0352	0.8507	1.0036	1.0311	1.0491	0.8051	0.9889	0.902	1.1284	0.8847	0.9871	0.7581	0.9856	0.9909	0.668	1.4634	1.2034	0.8843	1.145	0.9368	1.2148	0.7761	1	0.9997	1.2139	0.8851	1.2207	0.9091	0.9363	1.1243	0.9946	1.2196	1.2693	1.5202	1.3598	0.9188	0.9819	1.0685
"RP11-37C7.3"	1.0319	1.0771	1.2378	0.9075	0.8921	1.2101	1.0186	0.9632	1.0234	1.0533	1.3648	1.1382	1.0674	0.8895	0.9856	1.0848	1.0232	0.9883	1.0776	1.05	1.0461	0.8728	1.04	1.1659	0.8746	1.1285	1.0507	1.266	1	0.8586	0.9772	1.0139	0.975	1.2754	1.3678	1.2621	1.0038	0.9168	0.9601	0.8586	0.9905	1.0617	0.9928	0.9278	1.0274
"RP11-381P6.1"	1.1074	1.2025	0.9889	0.885	0.8661	0.926	0.9938	0.9596	1.074	1.8781	1.0415	0.8105	0.7945	0.9923	1.2741	1.0702	1.025	0.8852	1.105	0.7871	0.9488	1.0229	1.7273	0.9503	1.0029	0.7705	0.901	0.8904	1.128	1.432	1.3704	0.9326	1.2246	0.7973	1.1573	1.1855	0.8723	0.7933	0.7766	0.8236	1	0.7617	0.7518	1.1404	0.7991
"RP11-384L8.1"	0.9113	0.9194	0.8973	0.5707	1.0275	0.825	0.7179	0.7219	0.8597	0.7258	0.8119	0.6701	0.862	0.7574	0.9287	0.9328	0.8741	0.7252	0.874	0.7419	0.8072	0.9471	0.9025	0.7945	0.8914	1.0952	1.1467	0.8674	0.728	1.2728	0.9463	1.1482	1.0375	0.7902	1.7171	1.0722	0.7001	1.3918	0.7118	1.0608	1.0537	1	1.0001	1.1139	0.8507
"RP11-384P7.7"	0.9274	0.8917	0.8288	0.8992	1.3294	0.9441	0.8071	0.8644	1.1282	1.0656	1.1363	1.0417	1.0063	0.9883	1.0126	0.7578	1.3614	0.9305	1.0724	1.0595	1.144	1.2398	0.8317	0.8163	0.8835	0.7886	1.0517	1.0183	1.0015	0.8407	0.8971	0.9941	1.4855	0.8438	1.5875	1.4104	1.2561	1.0566	0.9884	1.1531	1.0025	1.012	1	1.2843	1.0603
"RP11-385F5.4"	1.0948	1.1249	1.0809	1.0776	0.958	1.025	0.7469	0.967	0.9565	1.128	0.9043	1.1583	1.1975	0.8158	1.1165	0.8067	0.7791	0.8828	0.9016	1.0447	1.351	1	0.8649	0.837	1.2116	0.8458	0.7524	1.143	1.3583	1.4024	0.969	1.0198	1.3144	0.977	1.1859	1.2581	0.901	1.4046	0.9221	0.9711	1.0017	0.9439	0.9067	1.1562	1.0042
"RP11-388M20.1"	1.2485	1.1838	1.3245	1.2383	1.1285	1.0954	1.0206	1.0415	1.0399	1.2194	1.2554	1.1124	1.3267	1.0951	1.226	1.2037	1.3757	1.1598	1.0453	1.3211	0.9396	1.1113	1.0271	1	0.9329	0.8692	0.9149	0.9349	1.0597	1.4562	0.8908	1.1542	1.1016	1.2344	1.393	1.1287	0.9742	1.0132	0.7585	1.1215	0.7181	0.9363	1.076	1.0232	0.979
"RP11-388M20.6"	1.0772	0.9813	1.0701	0.9833	0.9793	1.0132	1.0679	1.3498	1.2962	0.9434	0.8309	1.24	0.9093	1.0704	0.914	1.0396	0.8708	1.0653	0.8908	0.819	0.8733	1.0323	0.9201	1.0136	0.9272	1.3801	0.8324	0.9729	0.9317	1.2816	0.8409	0.7585	0.9814	0.6586	0.947	0.9559	1.006	0.8754	1.2219	0.8529	1.0724	1.3286	1	1.068	0.9337
"RP11-389C8.2"	0.5767	1.3652	2.2425	6.5293	3.294	1.3024	2.6829	0.8616	1.5116	1.6498	3.2559	1.864	3.5024	1.0539	1.983	2.3674	5.9624	2.0472	4.2227	1.9978	3.3676	1.1402	1.1601	0.6791	0.6224	1	1.2418	1.7741	0.7401	0.7842	0.7821	1.3664	1.2996	2.8763	1.1943	3.6808	2.3359	1.0507	0.8091	3.4912	0.9326	0.8611	1.4467	1.223	1.2583
"RP11-389G6.3"	1.2941	1.1156	1.3041	1.1484	0.9716	1.0474	1.1174	1.1204	1.1042	0.8958	1.3342	1.2303	1.1344	1.1615	1.1097	1.0677	1.0744	1.1807	1.0777	1.1655	1.2801	1	0.8594	0.881	0.7857	0.9249	1.1516	1.0098	1.0077	0.9663	0.8741	1.1061	1.6095	1.2287	1.333	1.1677	1.0577	1.1809	1.1364	0.9663	1.0114	0.9396	1.0924	1.1457	1.6596
"RP11-38C18.2"	1.3765	0.8651	0.8724	0.8716	1.0057	0.8129	1.0035	0.9427	1.032	0.8124	1.4558	1.034	1.273	1.1194	0.9633	0.896	1.4054	0.9049	1.3107	0.6793	0.9423	1.0449	0.8639	0.8222	0.7645	0.7658	1.1303	1.1147	1.882	1.0326	1.1687	1	1.2113	0.6931	1.0656	1.2301	1.1186	0.6688	0.8754	0.8297	0.8733	1.0471	0.9029	0.9975	0.9434
"RP11-38C18.3"	1.2905	1.2419	0.9668	0.7606	0.9149	0.8408	0.9598	0.7369	0.8642	0.9261	1.2226	1.0371	1.2168	0.9642	0.9532	1.0211	1.05	0.8146	0.9756	0.7423	1.1142	1.0301	0.7897	0.9773	1	0.7194	1.1926	0.8931	1.213	1.0843	1.2215	0.9636	1.6208	0.7033	1.1106	1.4157	0.8592	1.0991	0.7205	1.1379	0.9394	0.7819	1.0346	1.069	1.24
"RP11-38L15.2"	1.4706	1.047	1.0886	0.7494	0.955	0.7404	0.6871	0.8294	1.049	0.832	1.2823	0.9877	0.9718	1.016	0.9598	0.9172	1.5564	0.9007	0.9612	0.7907	1.1898	1.0155	0.8071	0.8412	1.0023	0.9095	1.0636	0.9342	0.9823	1.3426	1.114	1.0337	0.8704	0.9745	1.5696	1.3024	1.0278	1.1011	0.9925	1.0514	0.943	0.9039	1.0611	1	1.0979
"RP11-394I13.2"	1.0922	1.0991	1.9539	1.4128	1.2802	4.6776	3.6473	2.1183	2.8123	0.7108	2.3912	1.1992	1.0525	2.6404	2.0493	2.3073	1.3062	2.9763	2.2262	2.2595	1.5169	1.0421	1.4625	1.5114	1.2468	1	0.7839	0.7444	0.5957	0.9165	1.5696	1.7419	1.0551	2.4354	1.1785	0.6281	1.5496	0.8282	1.3119	1.9473	0.9801	1.0479	0.7471	0.8333	2.2063
"RP11-395I6.3"	0.8961	0.9255	0.6589	0.9806	0.8242	0.8386	0.8352	0.9501	0.725	0.9271	0.8135	0.7227	0.6984	0.8797	0.7613	0.7334	0.7967	0.9083	0.7668	1.0361	0.8169	0.9517	2.2366	2.3039	1.0476	1.1318	0.7547	1	0.768	0.9926	0.8847	0.8355	0.5715	0.9097	0.6594	0.7155	0.9079	0.7221	0.9389	1.0494	1.3498	1.0737	1.0039	0.8452	0.6391
"RP11-395N3.1"	1.3979	1.0591	1.1346	1.1445	1.2671	1.2632	1.2532	1.162	1.1302	1.2064	1.327	1.3088	1.4657	1.5335	1.1487	1.2023	1.2394	1.2625	1.3394	1.2315	1.5083	0.9153	1.0677	0.7924	0.8009	0.7818	1.0864	1.1938	1	0.9279	0.9512	1.067	2.1599	1.5646	1.4463	1.7108	1.2131	1.2256	1.3439	1.0499	1.1872	1.05	1.2182	0.9291	1.6243
